,0,1,2,3,4
2015-08-14,9904 寶成 (運動休閒),9951 皇田 (電機機械),1536 和大 (汽車工業),1477 聚陽 (紡織纖維),8021 尖點 (其他電子業)
2015-08-17,9951 皇田 (電機機械),4426 利勤 (紡織纖維),1477 聚陽 (紡織纖維),9904 寶成 (運動休閒),1536 和大 (汽車工業)
2015-08-18,4426 利勤 (紡織纖維),9951 皇田 (電機機械),9904 寶成 (運動休閒),1536 和大 (汽車工業),1477 聚陽 (紡織纖維)
2015-08-19,4426 利勤 (紡織纖維),9951 皇田 (電機機械),9904 寶成 (運動休閒),1477 聚陽 (紡織纖維),1702 南僑 (食品工業)
2015-08-20,9910 豐泰 (運動休閒),9951 皇田 (電機機械),9904 寶成 (運動休閒),1477 聚陽 (紡織纖維),1718 中纖 (化學工業)
2015-08-21,9951 皇田 (電機機械),1477 聚陽 (紡織纖維),1536 和大 (汽車工業),4426 利勤 (紡織纖維),2231 為升 (汽車工業)
2015-08-24,2412 中華電 (通信網路業),9924 福興 (居家生活),9951 皇田 (電機機械),1477 聚陽 (紡織纖維),1536 和大 (汽車工業)
2015-08-25,2412 中華電 (通信網路業),1477 聚陽 (紡織纖維),2382 廣達 (電腦及週邊設備業),1457 宜進 (紡織纖維),2395 研華 (電腦及週邊設備業)
2015-08-26,9924 福興 (居家生活),2412 中華電 (通信網路業),1707 葡萄王 (生技醫療業),2395 研華 (電腦及週邊設備業),5356 協益 (電腦及週邊設備業)
2015-08-27,1707 葡萄王 (生技醫療業),2412 中華電 (通信網路業),8044 網家 (數位雲端),2395 研華 (電腦及週邊設備業),4137 麗豐-KY (生技醫療業)
2015-08-28,1707 葡萄王 (生技醫療業),8044 網家 (數位雲端),2412 中華電 (通信網路業),3023 信邦 (電子零組件業),
2015-08-31,2317 鴻海 (其他電子業),8091 翔名 (半導體業),8044 網家 (數位雲端),3152 璟德 (通信網路業),8086 宏捷科 (半導體業)
2015-09-01,8044 網家 (數位雲端),4915 致伸 (電子零組件業),2317 鴻海 (其他電子業),6220 岳豐 (電子零組件業),3152 璟德 (通信網路業)
2015-09-02,2317 鴻海 (其他電子業),6220 岳豐 (電子零組件業),3152 璟德 (通信網路業),3131 弘塑 (其他電子業),5274 信驊 (半導體業)
2015-09-03,6220 岳豐 (電子零組件業),3035 智原 (半導體業),5274 信驊 (半導體業),3152 璟德 (通信網路業),2303 聯電 (半導體業)
2015-09-04,4137 麗豐-KY (生技醫療業),2412 中華電 (通信網路業),8069 元太 (光電業),8404 百和興業-KY (其他),4426 利勤 (紡織纖維)
2015-09-07,1565 精華 (生技醫療業),2412 中華電 (通信網路業),3205 佰研 (生技醫療業),2406 國碩 (光電業),
2015-09-08,4107 邦特 (生技醫療業),5490 同亨 (電腦及週邊設備業),4129 聯合 (生技醫療業),1752 南光 (生技醫療業),
2015-09-09,3234 光環 (通信網路業),4426 利勤 (紡織纖維),3131 弘塑 (其他電子業),6244 茂迪 (光電業),3691 碩禾 (光電業)
2015-09-10,4105 東洋 (生技醫療業),4426 利勤 (紡織纖維),3552 同致 (其他電子業),5871 中租-KY (其他),4162 智擎 (生技醫療業)
2015-09-11,4426 利勤 (紡織纖維),8086 宏捷科 (半導體業),3234 光環 (通信網路業),4105 東洋 (生技醫療業),3552 同致 (其他電子業)
2015-09-14,4105 東洋 (生技醫療業),1338 廣華-KY (汽車工業),3552 同致 (其他電子業),2228 劍麟 (汽車工業),5490 同亨 (電腦及週邊設備業)
2015-09-15,4105 東洋 (生技醫療業),4162 智擎 (生技醫療業),6176 瑞儀 (光電業),3205 佰研 (生技醫療業),1752 南光 (生技醫療業)
2015-09-16,4162 智擎 (生技醫療業),1795 美時 (生技醫療業),4105 東洋 (生技醫療業),1752 南光 (生技醫療業),3088 艾訊 (電腦及週邊設備業)
2015-09-17,2362 藍天 (電腦及週邊設備業),4162 智擎 (生技醫療業),1752 南光 (生技醫療業),1795 美時 (生技醫療業),3264 欣銓 (半導體業)
2015-09-18,2362 藍天 (電腦及週邊設備業),4979 華星光 (通信網路業),4162 智擎 (生技醫療業),1795 美時 (生技醫療業),1752 南光 (生技醫療業)
2015-09-21,4979 華星光 (通信網路業),2362 藍天 (電腦及週邊設備業),1464 得力 (紡織纖維),3152 璟德 (通信網路業),1476 儒鴻 (紡織纖維)
2015-09-22,3088 艾訊 (電腦及週邊設備業),8114 振樺電 (電腦及週邊設備業),3081 聯亞 (通信網路業),3078 僑威 (電子零組件業),6414 樺漢 (電腦及週邊設備業)
2015-09-23,8069 元太 (光電業),6166 凌華 (電腦及週邊設備業),2903 遠百 (貿易百貨),4105 東洋 (生技醫療業),3491 昇達科 (通信網路業)
2015-09-24,9802 鈺齊-KY (運動休閒),6166 凌華 (電腦及週邊設備業),8021 尖點 (其他電子業),3017 奇鋐 (電腦及週邊設備業),8433 弘帆 (居家生活)
2015-09-25,2485 兆赫 (通信網路業),8433 弘帆 (居家生活),2412 中華電 (通信網路業),5904 寶雅 (居家生活),4137 麗豐-KY (生技醫療業)
2015-09-30,8069 元太 (光電業),3552 同致 (其他電子業),9910 豐泰 (運動休閒),9938 百和 (其他),1521 大億 (汽車工業)
2015-10-01,8069 元太 (光電業),1521 大億 (汽車工業),9951 皇田 (電機機械),8383 千附 (半導體業),1464 得力 (紡織纖維)
2015-10-02,3234 光環 (通信網路業),6285 啟碁 (通信網路業),1338 廣華-KY (汽車工業),3035 智原 (半導體業),1460 宏遠 (紡織纖維)
2015-10-05,3234 光環 (通信網路業),3035 智原 (半導體業),5269 祥碩 (半導體業),6285 啟碁 (通信網路業),3552 同致 (其他電子業)
2015-10-06,3035 智原 (半導體業),6414 樺漢 (電腦及週邊設備業),5269 祥碩 (半導體業),6285 啟碁 (通信網路業),1589 永冠-KY (電機機械)
2015-10-07,1589 永冠-KY (電機機械),6414 樺漢 (電腦及週邊設備業),1707 葡萄王 (生技醫療業),6230 尼得科超眾 (電腦及週邊設備業),8050 廣積 (電腦及週邊設備業)
2015-10-08,1589 永冠-KY (電機機械),6230 尼得科超眾 (電腦及週邊設備業),3017 奇鋐 (電腦及週邊設備業),6414 樺漢 (電腦及週邊設備業),4915 致伸 (電子零組件業)
2015-10-12,2439 美律 (通信網路業),2885 元大金 (金融保險業),2884 玉山金 (金融保險業),6230 尼得科超眾 (電腦及週邊設備業),2377 微星 (電腦及週邊設備業)
2015-10-13,2439 美律 (通信網路業),2885 元大金 (金融保險業),2377 微星 (電腦及週邊設備業),3008 大立光 (光電業),2474 可成 (其他電子業)
2015-10-14,2439 美律 (通信網路業),3691 碩禾 (光電業),2885 元大金 (金融保險業),2352 佳世達 (電腦及週邊設備業),2606 裕民 (航運業)
2015-10-15,3691 碩禾 (光電業),2454 聯發科 (半導體業),3035 智原 (半導體業),6239 力成 (半導體業),2885 元大金 (金融保險業)
2015-10-16,6244 茂迪 (光電業),3691 碩禾 (光電業),6239 力成 (半導體業),2379 瑞昱 (半導體業),2439 美律 (通信網路業)
2015-10-19,2379 瑞昱 (半導體業),3691 碩禾 (光電業),4935 茂林-KY (光電業),6244 茂迪 (光電業),2454 聯發科 (半導體業)
2015-10-20,4935 茂林-KY (光電業),6244 茂迪 (光電業),3691 碩禾 (光電業),2406 國碩 (光電業),2379 瑞昱 (半導體業)
2015-10-21,2439 美律 (通信網路業),1476 儒鴻 (紡織纖維),4426 利勤 (紡織纖維),3691 碩禾 (光電業),1589 永冠-KY (電機機械)
2015-10-22,3706 神達 (電腦及週邊設備業),4979 華星光 (通信網路業),2345 智邦 (通信網路業),3673 TPK-KY (光電業),4927 泰鼎-KY (電子零組件業)
2015-10-23,2228 劍麟 (汽車工業),3673 TPK-KY (光電業),1319 東陽 (汽車工業),3548 兆利 (電子零組件業),3035 智原 (半導體業)
2015-10-26,2345 智邦 (通信網路業),3673 TPK-KY (光電業),3234 光環 (通信網路業),2492 華新科 (電子零組件業),4979 華星光 (通信網路業)
2015-10-27,2345 智邦 (通信網路業),4979 華星光 (通信網路業),3234 光環 (通信網路業),1338 廣華-KY (汽車工業),2379 瑞昱 (半導體業)
2015-10-28,1338 廣華-KY (汽車工業),4129 聯合 (生技醫療業),4979 華星光 (通信網路業),9951 皇田 (電機機械),3558 神準 (通信網路業)
2015-10-29,1338 廣華-KY (汽車工業),4129 聯合 (生技醫療業),3596 智易 (通信網路業),3558 神準 (通信網路業),4979 華星光 (通信網路業)
2015-10-30,6239 力成 (半導體業),1338 廣華-KY (汽車工業),3558 神準 (通信網路業),3596 智易 (通信網路業),4935 茂林-KY (光電業)
2015-11-02,5274 信驊 (半導體業),1720 生達 (生技醫療業),8044 網家 (數位雲端),6415 矽力*-KY (半導體業),4123 晟德 (生技醫療業)
2015-11-03,2456 奇力新 (其他),2485 兆赫 (通信網路業),6176 瑞儀 (光電業),4137 麗豐-KY (生技醫療業),3205 佰研 (生技醫療業)
2015-11-04,8299 群聯 (半導體業),2379 瑞昱 (半導體業),4137 麗豐-KY (生技醫療業),8016 矽創 (半導體業),4991 環宇-KY (半導體業)
2015-11-05,2345 智邦 (通信網路業),2454 聯發科 (半導體業),4137 麗豐-KY (生技醫療業),8016 矽創 (半導體業),6239 力成 (半導體業)
2015-11-06,3673 TPK-KY (光電業),2379 瑞昱 (半導體業),4137 麗豐-KY (生技醫療業),2345 智邦 (通信網路業),2439 美律 (通信網路業)
2015-11-09,2929 淘帝-KY (貿易百貨),3673 TPK-KY (光電業),6415 矽力*-KY (半導體業),8299 群聯 (半導體業),3450 聯鈞 (半導體業)
2015-11-10,3673 TPK-KY (光電業),2929 淘帝-KY (貿易百貨),3088 艾訊 (電腦及週邊設備業),4426 利勤 (紡織纖維),1460 宏遠 (紡織纖維)
2015-11-11,2379 瑞昱 (半導體業),6239 力成 (半導體業),4938 和碩 (電腦及週邊設備業),2345 智邦 (通信網路業),2891 中信金 (金融保險業)
2015-11-12,3552 同致 (其他電子業),2885 元大金 (金融保險業),2723 美食-KY (觀光餐旅),2891 中信金 (金融保險業),2886 兆豐金 (金融保險業)
2015-11-13,3552 同致 (其他電子業),2885 元大金 (金融保險業),4551 智伸科 (汽車工業),2891 中信金 (金融保險業),2886 兆豐金 (金融保險業)
2015-11-16,2345 智邦 (通信網路業),5388 中磊 (通信網路業),2885 元大金 (金融保險業),4105 東洋 (生技醫療業),3221 台嘉碩 (通信網路業)
2015-11-17,2345 智邦 (通信網路業),5388 中磊 (通信網路業),3552 同致 (其他電子業),1319 東陽 (汽車工業),4137 麗豐-KY (生技醫療業)
2015-11-18,3479 安勤 (電腦及週邊設備業),1789 神隆 (生技醫療業),4105 東洋 (生技醫療業),4119 旭富 (生技醫療業),4129 聯合 (生技醫療業)
2015-11-19,3152 璟德 (通信網路業),4105 東洋 (生技醫療業),4119 旭富 (生技醫療業),2345 智邦 (通信網路業),4107 邦特 (生技醫療業)
2015-11-20,1707 葡萄王 (生技醫療業),1720 生達 (生技醫療業),4105 東洋 (生技醫療業),8086 宏捷科 (半導體業),4137 麗豐-KY (生技醫療業)
2015-11-23,8086 宏捷科 (半導體業),4107 邦特 (生技醫療業),6415 矽力*-KY (半導體業),1720 生達 (生技醫療業),5425 台半 (半導體業)
2015-11-24,1720 生達 (生技醫療業),4137 麗豐-KY (生技醫療業),8436 大江 (生技醫療業),8403 盛弘 (生技醫療業),4952 凌通 (半導體業)
2015-11-25,3324 雙鴻 (其他電子業),8403 盛弘 (生技醫療業),4105 東洋 (生技醫療業),1720 生達 (生技醫療業),8050 廣積 (電腦及週邊設備業)
2015-11-26,4105 東洋 (生技醫療業),4123 晟德 (生技醫療業),1789 神隆 (生技醫療業),8406 金可-KY (化學生技醫療),4746 台耀 (生技醫療業)
2015-11-27,2406 國碩 (光電業),4105 東洋 (生技醫療業),1752 南光 (生技醫療業),8406 金可-KY (化學生技醫療),4114 健喬 (生技醫療業)
2015-11-30,2406 國碩 (光電業),8403 盛弘 (生技醫療業),3576 聯合再生 (光電業),1319 東陽 (汽車工業),4104 佳醫 (生技醫療業)
2015-12-01,8086 宏捷科 (半導體業),3234 光環 (通信網路業),2406 國碩 (光電業),6285 啟碁 (通信網路業),5269 祥碩 (半導體業)
2015-12-02,2406 國碩 (光電業),8086 宏捷科 (半導體業),6290 良維 (電子零組件業),3234 光環 (通信網路業),3691 碩禾 (光電業)
2015-12-03,6230 尼得科超眾 (電腦及週邊設備業),3017 奇鋐 (電腦及週邊設備業),6290 良維 (電子零組件業),8086 宏捷科 (半導體業),3529 力旺 (半導體業)
2015-12-04,4919 新唐 (半導體業),6230 尼得科超眾 (電腦及週邊設備業),3131 弘塑 (其他電子業),2379 瑞昱 (半導體業),3189 景碩 (半導體業)
2015-12-07,3131 弘塑 (其他電子業),3324 雙鴻 (其他電子業),6230 尼得科超眾 (電腦及週邊設備業),2379 瑞昱 (半導體業),5269 祥碩 (半導體業)
2015-12-08,2379 瑞昱 (半導體業),5269 祥碩 (半導體業),3141 晶宏 (半導體業),3189 景碩 (半導體業),3035 智原 (半導體業)
2015-12-09,3141 晶宏 (半導體業),2379 瑞昱 (半導體業),2456 奇力新 (其他),5269 祥碩 (半導體業),3035 智原 (半導體業)
2015-12-10,2345 智邦 (通信網路業),2456 奇力新 (其他),2492 華新科 (電子零組件業),2382 廣達 (電腦及週邊設備業),2317 鴻海 (其他電子業)
2015-12-11,2456 奇力新 (其他),8454 富邦媒 (數位雲端),5245 智晶 (光電業),2492 華新科 (電子零組件業),3665 貿聯-KY (其他電子業)
2015-12-14,2456 奇力新 (其他),2458 義隆 (半導體業),4137 麗豐-KY (生技醫療業),2492 華新科 (電子零組件業),2379 瑞昱 (半導體業)
2015-12-15,2345 智邦 (通信網路業),3081 聯亞 (通信網路業),8044 網家 (數位雲端),3152 璟德 (通信網路業),8349 恒耀國際 (鋼鐵工業)
2015-12-16,4105 東洋 (生技醫療業),2456 奇力新 (其他),2492 華新科 (電子零組件業),2228 劍麟 (汽車工業),6244 茂迪 (光電業)
2015-12-17,2379 瑞昱 (半導體業),8436 大江 (生技醫療業),2458 義隆 (半導體業),3691 碩禾 (光電業),2449 京元電子 (半導體業)
2015-12-18,4105 東洋 (生技醫療業),6244 茂迪 (光電業),2449 京元電子 (半導體業),2455 全新 (通信網路業),2379 瑞昱 (半導體業)
2015-12-21,2455 全新 (通信網路業),6244 茂迪 (光電業),2449 京元電子 (半導體業),2406 國碩 (光電業),2379 瑞昱 (半導體業)
2015-12-22,6244 茂迪 (光電業),2618 長榮航 (航運業),2926 誠品生活 (文化創意業),1476 儒鴻 (紡織纖維),1464 得力 (紡織纖維)
2015-12-23,3376 新日興 (電子零組件業),6244 茂迪 (光電業),3289 宜特 (其他電子業),3189 景碩 (半導體業),3324 雙鴻 (其他電子業)
2015-12-24,3293 鈊象 (文化創意業),1310 台苯 (塑膠工業),2397 友通 (電腦及週邊設備業),1305 華夏 (塑膠工業),4414 如興 (紡織纖維)
2015-12-25,2397 友通 (電腦及週邊設備業),1216 統一 (食品工業),6244 茂迪 (光電業),5284 jpp-KY (其他),
2015-12-28,1216 統一 (食品工業),2397 友通 (電腦及週邊設備業),6605 帝寶 (汽車工業),2412 中華電 (通信網路業),1319 東陽 (汽車工業)
2015-12-29,2456 奇力新 (其他),6605 帝寶 (汽車工業),2397 友通 (電腦及週邊設備業),1319 東陽 (汽車工業),1521 大億 (汽車工業)
2015-12-30,2456 奇力新 (其他),1521 大億 (汽車工業),4551 智伸科 (汽車工業),1339 昭輝 (汽車工業),3552 同致 (其他電子業)
2015-12-31,8436 大江 (生技醫療業),4137 麗豐-KY (生技醫療業),2538 基泰 (建材營造),2397 友通 (電腦及週邊設備業),2515 中工 (建材營造)
2016-01-04,2456 奇力新 (其他),4137 麗豐-KY (生技醫療業),2327 國巨 (電子零組件業),3624 光頡 (電子零組件業),2419 仲琦 (通信網路業)
2016-01-05,2456 奇力新 (其他),3234 光環 (通信網路業),4137 麗豐-KY (生技醫療業),2419 仲琦 (通信網路業),3105 穩懋 (半導體業)
2016-01-06,3105 穩懋 (半導體業),2345 智邦 (通信網路業),2455 全新 (通信網路業),2456 奇力新 (其他),3234 光環 (通信網路業)
2016-01-07,2485 兆赫 (通信網路業),2456 奇力新 (其他),2455 全新 (通信網路業),3105 穩懋 (半導體業),3558 神準 (通信網路業)
2016-01-08,3105 穩懋 (半導體業),2455 全新 (通信網路業),6415 矽力*-KY (半導體業),6239 力成 (半導體業),6462 神盾 (半導體業)
2016-01-11,1589 永冠-KY (電機機械),3552 同致 (其他電子業),8038 長園科 (電子零組件業),2412 中華電 (通信網路業),2228 劍麟 (汽車工業)
2016-01-12,1589 永冠-KY (電機機械),2412 中華電 (通信網路業),2228 劍麟 (汽車工業),8038 長園科 (電子零組件業),1338 廣華-KY (汽車工業)
2016-01-13,1589 永冠-KY (電機機械),8038 長園科 (電子零組件業),1730 花仙子 (化學工業),1305 華夏 (塑膠工業),
2016-01-14,1589 永冠-KY (電機機械),8038 長園科 (電子零組件業),4966 譜瑞-KY (半導體業),1730 花仙子 (化學工業),6104 創惟 (半導體業)
2016-01-15,1589 永冠-KY (電機機械),4129 聯合 (生技醫療業),2412 中華電 (通信網路業),8038 長園科 (電子零組件業),4126 太醫 (生技醫療業)
2016-01-18,1589 永冠-KY (電機機械),1319 東陽 (汽車工業),2406 國碩 (光電業),4105 東洋 (生技醫療業),8038 長園科 (電子零組件業)
2016-01-19,2406 國碩 (光電業),2345 智邦 (通信網路業),1589 永冠-KY (電機機械),1319 東陽 (汽車工業),3596 智易 (通信網路業)
2016-01-20,2419 仲琦 (通信網路業),2455 全新 (通信網路業),6285 啟碁 (通信網路業),8255 朋程 (電機機械),4107 邦特 (生技醫療業)
2016-01-21,2419 仲琦 (通信網路業),2455 全新 (通信網路業),3105 穩懋 (半導體業),6244 茂迪 (光電業),2356 英業達 (電腦及週邊設備業)
2016-01-22,2419 仲琦 (通信網路業),3552 同致 (其他電子業),2356 英業達 (電腦及週邊設備業),6244 茂迪 (光電業),2345 智邦 (通信網路業)
2016-01-25,4426 利勤 (紡織纖維),3105 穩懋 (半導體業),1473 台南 (紡織纖維),4938 和碩 (電腦及週邊設備業),2356 英業達 (電腦及週邊設備業)
2016-01-26,4426 利勤 (紡織纖維),1473 台南 (紡織纖維),9951 皇田 (電機機械),6230 尼得科超眾 (電腦及週邊設備業),3552 同致 (其他電子業)
2016-01-27,3105 穩懋 (半導體業),2345 智邦 (通信網路業),3131 弘塑 (其他電子業),3234 光環 (通信網路業),8016 矽創 (半導體業)
2016-01-28,3131 弘塑 (其他電子業),4966 譜瑞-KY (半導體業),4938 和碩 (電腦及週邊設備業),3234 光環 (通信網路業),4426 利勤 (紡織纖維)
2016-01-29,4966 譜瑞-KY (半導體業),1477 聚陽 (紡織纖維),1476 儒鴻 (紡織纖維),1473 台南 (紡織纖維),2883 凱基金 (金融保險業)
2016-01-30,3035 智原 (半導體業),3041 揚智 (半導體業),4966 譜瑞-KY (半導體業),4919 新唐 (半導體業),2455 全新 (通信網路業)
2016-02-01,3035 智原 (半導體業),4966 譜瑞-KY (半導體業),3041 揚智 (半導體業),2886 兆豐金 (金融保險業),6415 矽力*-KY (半導體業)
2016-02-02,4966 譜瑞-KY (半導體業),1467 南緯 (紡織纖維),1476 儒鴻 (紡織纖維),1477 聚陽 (紡織纖維),3413 京鼎 (半導體業)
2016-02-03,4966 譜瑞-KY (半導體業),1310 台苯 (塑膠工業),1467 南緯 (紡織纖維),1476 儒鴻 (紡織纖維),1565 精華 (生技醫療業)
2016-02-15,2456 奇力新 (其他),2327 國巨 (電子零組件業),8916 光隆 (其他),2412 中華電 (通信網路業),1473 台南 (紡織纖維)
2016-02-16,1589 永冠-KY (電機機械),1464 得力 (紡織纖維),3037 欣興 (電子零組件業),8916 光隆 (其他),3105 穩懋 (半導體業)
2016-02-17,3234 光環 (通信網路業),2228 劍麟 (汽車工業),3479 安勤 (電腦及週邊設備業),2239 英利-KY (汽車工業),3017 奇鋐 (電腦及週邊設備業)
2016-02-18,3234 光環 (通信網路業),6415 矽力*-KY (半導體業),1789 神隆 (生技醫療業),3704 合勤控 (通信網路業),3141 晶宏 (半導體業)
2016-02-19,3234 光環 (通信網路業),4966 譜瑞-KY (半導體業),3479 安勤 (電腦及週邊設備業),6415 矽力*-KY (半導體業),2454 聯發科 (半導體業)
2016-02-22,4966 譜瑞-KY (半導體業),2485 兆赫 (通信網路業),3596 智易 (通信網路業),2355 敬鵬 (電子零組件業),3576 聯合再生 (光電業)
2016-02-23,2485 兆赫 (通信網路業),3081 聯亞 (通信網路業),5388 中磊 (通信網路業),8049 晶采 (光電業),3596 智易 (通信網路業)
2016-02-24,2485 兆赫 (通信網路業),5315 光聯 (光電業),3704 合勤控 (通信網路業),2397 友通 (電腦及週邊設備業),
2016-02-25,2485 兆赫 (通信網路業),2397 友通 (電腦及週邊設備業),3704 合勤控 (通信網路業),1589 永冠-KY (電機機械),5315 光聯 (光電業)
2016-02-26,2485 兆赫 (通信網路業),2313 華通 (電子零組件業),2397 友通 (電腦及週邊設備業),8049 晶采 (光電業),1589 永冠-KY (電機機械)
2016-03-01,2485 兆赫 (通信網路業),3704 合勤控 (通信網路業),2474 可成 (其他電子業),2313 華通 (電子零組件業),6230 尼得科超眾 (電腦及週邊設備業)
2016-03-02,3105 穩懋 (半導體業),2313 華通 (電子零組件業),5425 台半 (半導體業),4968 立積 (半導體業),3704 合勤控 (通信網路業)
2016-03-03,3105 穩懋 (半導體業),4968 立積 (半導體業),2313 華通 (電子零組件業),2449 京元電子 (半導體業),3666 光耀 (光電業)
2016-03-04,2313 華通 (電子零組件業),2882 國泰金 (金融保險業),3583 辛耘 (半導體業),2884 玉山金 (金融保險業),2887 台新新光金 (金融保險業)
2016-03-07,2886 兆豐金 (金融保險業),2882 國泰金 (金融保險業),3666 光耀 (光電業),2809 京城銀 (其他證券),2820 華票 (金融保險業)
2016-03-08,6271 同欣電 (半導體業),2886 兆豐金 (金融保險業),2885 元大金 (金融保險業),6277 宏正 (電腦及週邊設備業),2809 京城銀 (其他證券)
2016-03-09,6271 同欣電 (半導體業),2885 元大金 (金融保險業),3163 波若威 (通信網路業),2345 智邦 (通信網路業),2823 中壽 (其他證券)
2016-03-10,2492 華新科 (電子零組件業),2345 智邦 (通信網路業),3163 波若威 (通信網路業),6173 信昌電 (電子零組件業),2317 鴻海 (其他電子業)
2016-03-11,2492 華新科 (電子零組件業),6173 信昌電 (電子零組件業),4803 VHQ-KY (其他),3042 晶技 (電子零組件業),2485 兆赫 (通信網路業)
2016-03-14,4746 台耀 (生技醫療業),2485 兆赫 (通信網路業),9938 百和 (其他),8446 華研 (文化創意業),2488 漢平 (其他電子業)
2016-03-15,4746 台耀 (生技醫療業),1215 卜蜂 (食品工業),4105 東洋 (生技醫療業),4803 VHQ-KY (其他),3081 聯亞 (通信網路業)
2016-03-16,4746 台耀 (生技醫療業),4163 鐿鈦 (生技醫療業),2485 兆赫 (通信網路業),4803 VHQ-KY (其他),6176 瑞儀 (光電業)
2016-03-17,8436 大江 (生技醫療業),2454 聯發科 (半導體業),4163 鐿鈦 (生技醫療業),3450 聯鈞 (半導體業),2379 瑞昱 (半導體業)
2016-03-18,3131 弘塑 (其他電子業),4163 鐿鈦 (生技醫療業),2454 聯發科 (半導體業),8299 群聯 (半導體業),3105 穩懋 (半導體業)
2016-03-21,4163 鐿鈦 (生技醫療業),2357 華碩 (電腦及週邊設備業),4745 合富-KY (生技醫療業),2395 研華 (電腦及週邊設備業),
2016-03-22,3105 穩懋 (半導體業),5309 系統電 (電子零組件業),5315 光聯 (光電業),1536 和大 (汽車工業),2347 聯強 (電子通路業)
2016-03-23,1536 和大 (汽車工業),5309 系統電 (電子零組件業),2436 偉詮電 (半導體業),2231 為升 (汽車工業),4551 智伸科 (汽車工業)
2016-03-24,8105 凌巨 (光電業),1909 榮成 (造紙工業),,,
2016-03-25,2412 中華電 (通信網路業),9945 潤泰新 (其他),2537 聯上發 (建材營造),5531 鄉林 (建材營造),
2016-03-28,8105 凌巨 (光電業),1310 台苯 (塑膠工業),2412 中華電 (通信網路業),2105 正新 (橡膠工業),2881 富邦金 (金融保險業)
2016-03-29,1310 台苯 (塑膠工業),2105 正新 (橡膠工業),2634 漢翔 (航運業),8464 億豐 (居家生活),2412 中華電 (通信網路業)
2016-03-30,1310 台苯 (塑膠工業),2412 中華電 (通信網路業),2105 正新 (橡膠工業),2485 兆赫 (通信網路業),6176 瑞儀 (光電業)
2016-03-31,2485 兆赫 (通信網路業),8383 千附 (半導體業),2488 漢平 (其他電子業),2105 正新 (橡膠工業),2412 中華電 (通信網路業)
2016-04-01,4105 東洋 (生技醫療業),1536 和大 (汽車工業),9951 皇田 (電機機械),4551 智伸科 (汽車工業),8383 千附 (半導體業)
2016-04-06,1536 和大 (汽車工業),9951 皇田 (電機機械),4551 智伸科 (汽車工業),4745 合富-KY (生技醫療業),4107 邦特 (生技醫療業)
2016-04-07,4107 邦特 (生技醫療業),1536 和大 (汽車工業),3289 宜特 (其他電子業),4551 智伸科 (汽車工業),4163 鐿鈦 (生技醫療業)
2016-04-08,1536 和大 (汽車工業),4107 邦特 (生技醫療業),4966 譜瑞-KY (半導體業),4105 東洋 (生技醫療業),3552 同致 (其他電子業)
2016-04-11,2488 漢平 (其他電子業),3289 宜特 (其他電子業),1536 和大 (汽車工業),9951 皇田 (電機機械),3611 鼎翰 (電腦及週邊設備業)
2016-04-12,2488 漢平 (其他電子業),3289 宜特 (其他電子業),9904 寶成 (運動休閒),8383 千附 (半導體業),8422 可寧衛 (綠能環保)
2016-04-13,2105 正新 (橡膠工業),8210 勤誠 (電腦及週邊設備業),9904 寶成 (運動休閒),2488 漢平 (其他電子業),6504 南六 (其他)
2016-04-14,2105 正新 (橡膠工業),2355 敬鵬 (電子零組件業),6274 台燿 (電子零組件業),6504 南六 (其他),1308 亞聚 (塑膠工業)
2016-04-15,2105 正新 (橡膠工業),8383 千附 (半導體業),9938 百和 (其他),3289 宜特 (其他電子業),2886 兆豐金 (金融保險業)
2016-04-18,8383 千附 (半導體業),2634 漢翔 (航運業),9938 百和 (其他),1215 卜蜂 (食品工業),1102 亞泥 (水泥工業)
2016-04-19,8383 千附 (半導體業),4736 泰博 (生技醫療業),5534 長虹 (建材營造),2634 漢翔 (航運業),4107 邦特 (生技醫療業)
2016-04-20,8383 千附 (半導體業),2634 漢翔 (航運業),2397 友通 (電腦及週邊設備業),4736 泰博 (生技醫療業),4107 邦特 (生技醫療業)
2016-04-21,2397 友通 (電腦及週邊設備業),4126 太醫 (生技醫療業),5288 豐祥-KY (電機機械),4129 聯合 (生技醫療業),8454 富邦媒 (數位雲端)
2016-04-22,4803 VHQ-KY (其他),1319 東陽 (汽車工業),3552 同致 (其他電子業),1707 葡萄王 (生技醫療業),8454 富邦媒 (數位雲端)
2016-04-25,2397 友通 (電腦及週邊設備業),4803 VHQ-KY (其他),8404 百和興業-KY (其他),1590 亞德客-KY (電機機械),8222 寶一 (電機機械)
2016-04-26,3105 穩懋 (半導體業),2397 友通 (電腦及週邊設備業),2105 正新 (橡膠工業),4803 VHQ-KY (其他),8016 矽創 (半導體業)
2016-04-27,1504 東元 (電機機械),2397 友通 (電腦及週邊設備業),2455 全新 (通信網路業),4952 凌通 (半導體業),3704 合勤控 (通信網路業)
2016-04-28,2379 瑞昱 (半導體業),4736 泰博 (生技醫療業),4129 聯合 (生技醫療業),3141 晶宏 (半導體業),1504 東元 (電機機械)
2016-04-29,4736 泰博 (生技醫療業),4129 聯合 (生技醫療業),4745 合富-KY (生技醫療業),2397 友通 (電腦及週邊設備業),1504 東元 (電機機械)
2016-05-03,8210 勤誠 (電腦及週邊設備業),6271 同欣電 (半導體業),2886 兆豐金 (金融保險業),2891 中信金 (金融保險業),4105 東洋 (生技醫療業)
