,0,1,2,3,4
2019-07-02,3037 欣興 (電子零組件業),3017 奇鋐 (電腦及週邊設備業),8028 昇陽半導體 (半導體業),1762 中化生 (生技醫療業),3034 聯詠 (半導體業)
2019-07-03,8028 昇陽半導體 (半導體業),6679 鈺太 (半導體業),1762 中化生 (生技醫療業),3035 智原 (半導體業),1795 美時 (生技醫療業)
2019-07-04,1795 美時 (生技醫療業),3406 玉晶光 (光電業),6271 同欣電 (半導體業),,
2019-07-05,2449 京元電子 (半導體業),4935 茂林-KY (光電業),3035 智原 (半導體業),6147 頎邦 (半導體業),4163 鐿鈦 (生技醫療業)
2019-07-08,8044 網家 (數位雲端),4935 茂林-KY (光電業),2449 京元電子 (半導體業),6271 同欣電 (半導體業),1762 中化生 (生技醫療業)
2019-07-09,5263 智崴 (文化創意業),4935 茂林-KY (光電業),3293 鈊象 (文化創意業),2449 京元電子 (半導體業),2455 全新 (通信網路業)
2019-07-10,2449 京元電子 (半導體業),3035 智原 (半導體業),3711 日月光投控 (半導體業),2345 智邦 (通信網路業),2330 台積電 (半導體業)
2019-07-11,4953 緯軟 (資訊服務業),3034 聯詠 (半導體業),3711 日月光投控 (半導體業),3035 智原 (半導體業),2449 京元電子 (半導體業)
2019-07-12,4953 緯軟 (資訊服務業),2449 京元電子 (半導體業),2383 台光電 (電子零組件業),6462 神盾 (半導體業),4968 立積 (半導體業)
2019-07-15,4953 緯軟 (資訊服務業),2383 台光電 (電子零組件業),2449 京元電子 (半導體業),6176 瑞儀 (光電業),3711 日月光投控 (半導體業)
2019-07-16,6230 尼得科超眾 (電腦及週邊設備業),2383 台光電 (電子零組件業),4953 緯軟 (資訊服務業),3653 健策 (電子零組件業),6188 廣明 (電腦及週邊設備業)
2019-07-17,4953 緯軟 (資訊服務業),8044 網家 (數位雲端),4968 立積 (半導體業),3653 健策 (電子零組件業),2059 川湖 (電子零組件業)
2019-07-18,4953 緯軟 (資訊服務業),2231 為升 (汽車工業),3205 佰研 (生技醫療業),6669 緯穎 (電腦及週邊設備業),4104 佳醫 (生技醫療業)
2019-07-19,4107 邦特 (生技醫療業),4147 中裕 (生技醫療業),9802 鈺齊-KY (運動休閒),9938 百和 (其他),1477 聚陽 (紡織纖維)
2019-07-22,3105 穩懋 (半導體業),2383 台光電 (電子零組件業),8028 昇陽半導體 (半導體業),4968 立積 (半導體業),3596 智易 (通信網路業)
2019-07-23,3105 穩懋 (半導體業),8028 昇陽半導體 (半導體業),6213 聯茂 (電子零組件業),2383 台光電 (電子零組件業),5215 科嘉-KY (電腦及週邊設備業)
2019-07-24,3105 穩懋 (半導體業),2615 萬海 (航運業),2317 鴻海 (其他電子業),2345 智邦 (通信網路業),2449 京元電子 (半導體業)
2019-07-25,3105 穩懋 (半導體業),2455 全新 (通信網路業),3035 智原 (半導體業),3596 智易 (通信網路業),6411 晶焱 (半導體業)
2019-07-26,6669 緯穎 (電腦及週邊設備業),2383 台光電 (電子零組件業),6672 騰輝電子-KY (電子零組件業),2382 廣達 (電腦及週邊設備業),6213 聯茂 (電子零組件業)
2019-07-29,6278 台表科 (光電業),6153 嘉聯益 (電子零組件業),3406 玉晶光 (光電業),3691 碩禾 (光電業),4958 臻鼎-KY (電子零組件業)
2019-07-30,2228 劍麟 (汽車工業),2387 精元 (電腦及週邊設備業),6166 凌華 (電腦及週邊設備業),3691 碩禾 (光電業),5871 中租-KY (其他)
2019-07-31,6278 台表科 (光電業),1210 大成 (食品工業),3483 力致 (電腦及週邊設備業),5317 凱美 (電子工業),
2019-08-01,8279 生展 (生技醫療業),8436 大江 (生技醫療業),,,
2019-08-02,3324 雙鴻 (其他電子業),2387 精元 (電腦及週邊設備業),3376 新日興 (電子零組件業),6278 台表科 (光電業),3005 神基 (電腦及週邊設備業)
2019-08-05,2520 冠德 (建材營造),1210 大成 (食品工業),2615 萬海 (航運業),1256 鮮活果汁-KY (食品工業),2637 慧洋-KY (航運業)
2019-08-06,2228 劍麟 (汽車工業),2520 冠德 (建材營造),1210 大成 (食品工業),6561 是方 (通信網路業),1216 統一 (食品工業)
2019-08-07,2520 冠德 (建材營造),4551 智伸科 (汽車工業),5534 長虹 (建材營造),9958 世紀鋼 (鋼鐵工業),
2019-08-08,6230 尼得科超眾 (電腦及週邊設備業),3324 雙鴻 (其他電子業),3338 泰碩 (電子零組件業),3037 欣興 (電子零組件業),2231 為升 (汽車工業)
2019-08-12,3338 泰碩 (電子零組件業),3017 奇鋐 (電腦及週邊設備業),3037 欣興 (電子零組件業),5215 科嘉-KY (電腦及週邊設備業),3324 雙鴻 (其他電子業)
2019-08-13,3338 泰碩 (電子零組件業),3533 嘉澤 (電子零組件業),5215 科嘉-KY (電腦及週邊設備業),3017 奇鋐 (電腦及週邊設備業),3037 欣興 (電子零組件業)
2019-08-14,2383 台光電 (電子零組件業),3037 欣興 (電子零組件業),6153 嘉聯益 (電子零組件業),2387 精元 (電腦及週邊設備業),3533 嘉澤 (電子零組件業)
2019-08-15,2313 華通 (電子零組件業),2383 台光電 (電子零組件業),3653 健策 (電子零組件業),6153 嘉聯益 (電子零組件業),6290 良維 (電子零組件業)
2019-08-16,2313 華通 (電子零組件業),6153 嘉聯益 (電子零組件業),6290 良維 (電子零組件業),2383 台光電 (電子零組件業),2520 冠德 (建材營造)
2019-08-19,6411 晶焱 (半導體業),6290 良維 (電子零組件業),2313 華通 (電子零組件業),2454 聯發科 (半導體業),6683 雍智科技 (半導體業)
2019-08-20,6411 晶焱 (半導體業),2454 聯發科 (半導體業),6290 良維 (電子零組件業),2313 華通 (電子零組件業),3035 智原 (半導體業)
2019-08-21,2313 華通 (電子零組件業),6411 晶焱 (半導體業),3661 世芯-KY (半導體業),6438 迅得 (其他電子業),6271 同欣電 (半導體業)
2019-08-22,2313 華通 (電子零組件業),3083 網龍 (文化創意業),6271 同欣電 (半導體業),3037 欣興 (電子零組件業),4966 譜瑞-KY (半導體業)
2019-08-23,2313 華通 (電子零組件業),2458 義隆 (半導體業),2454 聯發科 (半導體業),3034 聯詠 (半導體業),6462 神盾 (半導體業)
2019-08-26,2313 華通 (電子零組件業),2345 智邦 (通信網路業),6153 嘉聯益 (電子零組件業),6269 台郡 (電子零組件業),1319 東陽 (汽車工業)
2019-08-27,2345 智邦 (通信網路業),3083 網龍 (文化創意業),6285 啟碁 (通信網路業),8215 明基材 (光電業),2707 晶華 (觀光餐旅)
2019-08-28,6510 精測 (半導體業),6462 神盾 (半導體業),2345 智邦 (通信網路業),2454 聯發科 (半導體業),3034 聯詠 (半導體業)
2019-08-29,2367 燿華 (電子零組件業),2454 聯發科 (半導體業),3034 聯詠 (半導體業),4551 智伸科 (汽車工業),2345 智邦 (通信網路業)
2019-08-30,2367 燿華 (電子零組件業),3034 聯詠 (半導體業),4551 智伸科 (汽車工業),2454 聯發科 (半導體業),2338 光罩 (半導體業)
2019-09-02,3034 聯詠 (半導體業),2379 瑞昱 (半導體業),2367 燿華 (電子零組件業),2454 聯發科 (半導體業),2313 華通 (電子零組件業)
2019-09-03,1102 亞泥 (水泥工業),2615 萬海 (航運業),2313 華通 (電子零組件業),8046 南電 (電子零組件業),3037 欣興 (電子零組件業)
2019-09-04,2379 瑞昱 (半導體業),3034 聯詠 (半導體業),8086 宏捷科 (半導體業),8299 群聯 (半導體業),2615 萬海 (航運業)
2019-09-05,2313 華通 (電子零組件業),6213 聯茂 (電子零組件業),8299 群聯 (半導體業),3037 欣興 (電子零組件業),8086 宏捷科 (半導體業)
2019-09-06,8086 宏捷科 (半導體業),2313 華通 (電子零組件業),8299 群聯 (半導體業),3037 欣興 (電子零組件業),1102 亞泥 (水泥工業)
2019-09-09,5876 上海商銀 (金融保險業),2352 佳世達 (電腦及週邊設備業),2881 富邦金 (金融保險業),2882 國泰金 (金融保險業),2885 元大金 (金融保險業)
2019-09-10,6278 台表科 (光電業),1102 亞泥 (水泥工業),2308 台達電 (電子零組件業),5434 崇越 (電子通路業),
2019-09-11,1590 亞德客-KY (電機機械),9910 豐泰 (運動休閒),9938 百和 (其他),2208 台船 (航運業),6538 倉和 (電子零組件業)
2019-09-12,3023 信邦 (電子零組件業),,,,
2019-09-16,8046 南電 (電子零組件業),3037 欣興 (電子零組件業),5457 宣德 (電子零組件業),2313 華通 (電子零組件業),6278 台表科 (光電業)
2019-09-17,8046 南電 (電子零組件業),2367 燿華 (電子零組件業),2313 華通 (電子零組件業),3037 欣興 (電子零組件業),2383 台光電 (電子零組件業)
2019-09-18,2455 全新 (通信網路業),3105 穩懋 (半導體業),8046 南電 (電子零組件業),2379 瑞昱 (半導體業),2337 旺宏 (半導體業)
2019-09-19,2455 全新 (通信網路業),3105 穩懋 (半導體業),2337 旺宏 (半導體業),3661 世芯-KY (半導體業),4968 立積 (半導體業)
2019-09-20,2337 旺宏 (半導體業),4968 立積 (半導體業),3661 世芯-KY (半導體業),6510 精測 (半導體業),3653 健策 (電子零組件業)
2019-09-23,2337 旺宏 (半導體業),6683 雍智科技 (半導體業),6510 精測 (半導體業),4968 立積 (半導體業),3661 世芯-KY (半導體業)
2019-09-24,6683 雍智科技 (半導體業),2458 義隆 (半導體業),4968 立積 (半導體業),2376 技嘉 (電腦及週邊設備業),2474 可成 (其他電子業)
2019-09-25,2474 可成 (其他電子業),2352 佳世達 (電腦及週邊設備業),3005 神基 (電腦及週邊設備業),3029 零壹 (資訊服務業),6170 統振 (通信網路業)
2019-09-26,1795 美時 (生技醫療業),2489 瑞軒 (光電業),4162 智擎 (生技醫療業),,
2019-09-27,2514 龍邦 (其他),8462 柏文 (運動休閒),1229 聯華 (食品工業),6170 統振 (通信網路業),3045 台灣大 (通信網路業)
2019-10-01,5212 凌網 (資訊服務業),6449 鈺邦 (電子零組件業),1476 儒鴻 (紡織纖維),,
2019-10-02,4551 智伸科 (汽車工業),2882 國泰金 (金融保險業),6449 鈺邦 (電子零組件業),2207 和泰車 (汽車工業),2889 國票金 (金融保險業)
2019-10-03,2439 美律 (通信網路業),6121 新普 (電腦及週邊設備業),9911 櫻花 (居家生活),3483 力致 (電腦及週邊設備業),9910 豐泰 (運動休閒)
2019-10-04,3483 力致 (電腦及週邊設備業),2439 美律 (通信網路業),6121 新普 (電腦及週邊設備業),4107 邦特 (生技醫療業),3052 夆典 (建材營造)
2019-10-07,3324 雙鴻 (其他電子業),3483 力致 (電腦及週邊設備業),2474 可成 (其他電子業),3653 健策 (電子零組件業),6643 M31 (半導體業)
2019-10-08,3661 世芯-KY (半導體業),2474 可成 (其他電子業),3324 雙鴻 (其他電子業),6643 M31 (半導體業),6510 精測 (半導體業)
2019-10-09,2392 正崴 (電子零組件業),9935 慶豐富 (居家生活),5203 訊連 (資訊服務業),5225 東科-KY (其他電子業),6538 倉和 (電子零組件業)
2019-10-14,2392 正崴 (電子零組件業),8086 宏捷科 (半導體業),6488 環球晶 (半導體業),5483 中美晶 (半導體業),4968 立積 (半導體業)
2019-10-15,6488 環球晶 (半導體業),5483 中美晶 (半導體業),3673 TPK-KY (光電業),3105 穩懋 (半導體業),2330 台積電 (半導體業)
2019-10-16,3533 嘉澤 (電子零組件業),3515 華擎 (電腦及週邊設備業),,,
2019-10-17,3526 凡甲 (電子零組件業),3533 嘉澤 (電子零組件業),6290 良維 (電子零組件業),3515 華擎 (電腦及週邊設備業),
2019-10-18,6488 環球晶 (半導體業),8086 宏捷科 (半導體業),5483 中美晶 (半導體業),8028 昇陽半導體 (半導體業),2474 可成 (其他電子業)
2019-10-21,6488 環球晶 (半導體業),8086 宏捷科 (半導體業),3596 智易 (通信網路業),6462 神盾 (半導體業),5483 中美晶 (半導體業)
2019-10-22,8086 宏捷科 (半導體業),2383 台光電 (電子零組件業),6679 鈺太 (半導體業),5483 中美晶 (半導體業),8046 南電 (電子零組件業)
2019-10-23,6679 鈺太 (半導體業),6462 神盾 (半導體業),3661 世芯-KY (半導體業),6683 雍智科技 (半導體業),2317 鴻海 (其他電子業)
2019-10-24,6278 台表科 (光電業),3034 聯詠 (半導體業),6462 神盾 (半導體業),6683 雍智科技 (半導體業),2337 旺宏 (半導體業)
2019-10-25,6278 台表科 (光電業),3034 聯詠 (半導體業),3653 健策 (電子零組件業),6290 良維 (電子零組件業),6679 鈺太 (半導體業)
2019-10-28,3653 健策 (電子零組件業),6510 精測 (半導體業),8016 矽創 (半導體業),6679 鈺太 (半導體業),8081 致新 (半導體業)
2019-10-29,3653 健策 (電子零組件業),6510 精測 (半導體業),2449 京元電子 (半導體業),8016 矽創 (半導體業),6558 興能高 (其他電子業)
2019-10-30,2454 聯發科 (半導體業),6510 精測 (半導體業),3653 健策 (電子零組件業),6643 M31 (半導體業),2449 京元電子 (半導體業)
2019-10-31,2520 冠德 (建材營造),2884 玉山金 (金融保險業),2887 台新新光金 (金融保險業),2886 兆豐金 (金融保險業),4119 旭富 (生技醫療業)
2019-11-01,9914 美利達 (運動休閒),3293 鈊象 (文化創意業),3546 宇峻 (文化創意業),9921 巨大 (運動休閒),4105 東洋 (生技醫療業)
2019-11-04,6558 興能高 (其他電子業),1795 美時 (生技醫療業),2885 元大金 (金融保險業),2888 新光金 (金融保險業),4162 智擎 (生技醫療業)
2019-11-05,3034 聯詠 (半導體業),3653 健策 (電子零組件業),1795 美時 (生技醫療業),2454 聯發科 (半導體業),2330 台積電 (半導體業)
2019-11-06,8463 潤泰材 (其他),1795 美時 (生技醫療業),2882 國泰金 (金融保險業),1736 喬山 (運動休閒),4915 致伸 (電子零組件業)
2019-11-07,2888 新光金 (金融保險業),2882 國泰金 (金融保險業),8463 潤泰材 (其他),2823 中壽 (其他證券),2886 兆豐金 (金融保險業)
2019-11-08,6538 倉和 (電子零組件業),2317 鴻海 (其他電子業),2881 富邦金 (金融保險業),2882 國泰金 (金融保險業),8464 億豐 (居家生活)
2019-11-11,2885 元大金 (金融保險業),2890 永豐金 (金融保險業),2887 台新新光金 (金融保險業),2892 第一金 (金融保險業),2845 遠東銀 (金融保險業)
2019-11-12,8155 博智 (電子零組件業),3037 欣興 (電子零組件業),6538 倉和 (電子零組件業),9802 鈺齊-KY (運動休閒),4958 臻鼎-KY (電子零組件業)
2019-11-13,8155 博智 (電子零組件業),3037 欣興 (電子零組件業),2383 台光電 (電子零組件業),2886 兆豐金 (金融保險業),6251 定穎 (電子工業)
2019-11-14,3661 世芯-KY (半導體業),6510 精測 (半導體業),6138 茂達 (半導體業),4968 立積 (半導體業),6426 統新 (通信網路業)
2019-11-15,4935 茂林-KY (光電業),2383 台光電 (電子零組件業),3037 欣興 (電子零組件業),6278 台表科 (光電業),6426 統新 (通信網路業)
2019-11-18,3413 京鼎 (半導體業),3217 優群 (電子零組件業),6121 新普 (電腦及週邊設備業),6126 信音 (電子零組件業),2317 鴻海 (其他電子業)
2019-11-19,6121 新普 (電腦及週邊設備業),3217 優群 (電子零組件業),3105 穩懋 (半導體業),2344 華邦電 (半導體業),2317 鴻海 (其他電子業)
2019-11-20,6414 樺漢 (電腦及週邊設備業),6278 台表科 (光電業),5457 宣德 (電子零組件業),2356 英業達 (電腦及週邊設備業),3413 京鼎 (半導體業)
2019-11-21,2330 台積電 (半導體業),2344 華邦電 (半導體業),5457 宣德 (電子零組件業),3653 健策 (電子零組件業),2454 聯發科 (半導體業)
2019-11-22,6278 台表科 (光電業),6414 樺漢 (電腦及週邊設備業),5434 崇越 (電子通路業),2356 英業達 (電腦及週邊設備業),2360 致茂 (其他電子業)
2019-11-25,3533 嘉澤 (電子零組件業),3587 閎康 (其他電子業),1736 喬山 (運動休閒),3218 大學光 (生技醫療業),8406 金可-KY (化學生技醫療)
2019-11-26,6278 台表科 (光電業),3653 健策 (電子零組件業),4935 茂林-KY (光電業),2303 聯電 (半導體業),2344 華邦電 (半導體業)
2019-11-27,8086 宏捷科 (半導體業),6278 台表科 (光電業),3653 健策 (電子零組件業),4935 茂林-KY (光電業),6679 鈺太 (半導體業)
2019-11-28,4935 茂林-KY (光電業),5457 宣德 (電子零組件業),6121 新普 (電腦及週邊設備業),3023 信邦 (電子零組件業),2618 長榮航 (航運業)
2019-11-29,5457 宣德 (電子零組件業),3042 晶技 (電子零組件業),2618 長榮航 (航運業),6223 旺矽 (半導體業),2603 長榮 (航運業)
2019-12-02,3042 晶技 (電子零組件業),2618 長榮航 (航運業),2603 長榮 (航運業),2633 台灣高鐵 (航運業),
2019-12-03,3042 晶技 (電子零組件業),2603 長榮 (航運業),8182 加高 (電子零組件業),2618 長榮航 (航運業),3533 嘉澤 (電子零組件業)
2019-12-04,3533 嘉澤 (電子零組件業),8182 加高 (電子零組件業),3042 晶技 (電子零組件業),5457 宣德 (電子零組件業),
2019-12-05,2303 聯電 (半導體業),2344 華邦電 (半導體業),8299 群聯 (半導體業),3324 雙鴻 (其他電子業),3042 晶技 (電子零組件業)
2019-12-06,2303 聯電 (半導體業),6510 精測 (半導體業),3324 雙鴻 (其他電子業),8299 群聯 (半導體業),2344 華邦電 (半導體業)
2019-12-09,2303 聯電 (半導體業),5457 宣德 (電子零組件業),3661 世芯-KY (半導體業),6510 精測 (半導體業),2344 華邦電 (半導體業)
2019-12-10,3260 威剛 (半導體業),5457 宣德 (電子零組件業),3131 弘塑 (其他電子業),3529 力旺 (半導體業),2344 華邦電 (半導體業)
2019-12-11,3131 弘塑 (其他電子業),3413 京鼎 (半導體業),3260 威剛 (半導體業),3529 力旺 (半導體業),6510 精測 (半導體業)
2019-12-12,3413 京鼎 (半導體業),3131 弘塑 (其他電子業),6510 精測 (半導體業),3711 日月光投控 (半導體業),8299 群聯 (半導體業)
2019-12-13,3413 京鼎 (半導體業),3711 日月光投控 (半導體業),3260 威剛 (半導體業),2330 台積電 (半導體業),3131 弘塑 (其他電子業)
2019-12-16,6239 力成 (半導體業),2303 聯電 (半導體業),2330 台積電 (半導體業),2454 聯發科 (半導體業),8299 群聯 (半導體業)
2019-12-17,3260 威剛 (半導體業),2344 華邦電 (半導體業),2303 聯電 (半導體業),2454 聯發科 (半導體業),6278 台表科 (光電業)
2019-12-18,3260 威剛 (半導體業),6679 鈺太 (半導體業),2303 聯電 (半導體業),2330 台積電 (半導體業),6278 台表科 (光電業)
2019-12-19,3260 威剛 (半導體業),3006 晶豪科 (半導體業),3374 精材 (半導體業),6278 台表科 (光電業),4935 茂林-KY (光電業)
2019-12-20,4935 茂林-KY (光電業),3260 威剛 (半導體業),2344 華邦電 (半導體業),1102 亞泥 (水泥工業),6278 台表科 (光電業)
2019-12-23,2404 漢唐 (其他電子業),1102 亞泥 (水泥工業),6698 旭暉應材 (其他電子業),9938 百和 (其他),9910 豐泰 (運動休閒)
2019-12-24,2404 漢唐 (其他電子業),9938 百和 (其他),6698 旭暉應材 (其他電子業),8034 榮群 (通信網路業),9910 豐泰 (運動休閒)
2019-12-25,2404 漢唐 (其他電子業),2731 雄獅 (觀光餐旅),9938 百和 (其他),6698 旭暉應材 (其他電子業),9910 豐泰 (運動休閒)
2019-12-26,6230 尼得科超眾 (電腦及週邊設備業),8299 群聯 (半導體業),3653 健策 (電子零組件業),6271 同欣電 (半導體業),2731 雄獅 (觀光餐旅)
2019-12-27,2360 致茂 (其他電子業),1909 榮成 (造紙工業),8462 柏文 (運動休閒),1904 正隆 (造紙工業),3406 玉晶光 (光電業)
2019-12-30,8299 群聯 (半導體業),2360 致茂 (其他電子業),5457 宣德 (電子零組件業),6683 雍智科技 (半導體業),3105 穩懋 (半導體業)
2019-12-31,1904 正隆 (造紙工業),1909 榮成 (造紙工業),3042 晶技 (電子零組件業),2707 晶華 (觀光餐旅),
2020-01-02,3376 新日興 (電子零組件業),1909 榮成 (造紙工業),3017 奇鋐 (電腦及週邊設備業),1904 正隆 (造紙工業),4974 亞泰 (電子零組件業)
2020-01-03,6269 台郡 (電子零組件業),6278 台表科 (光電業),2360 致茂 (其他電子業),3406 玉晶光 (光電業),2368 金像電 (電子零組件業)
2020-01-06,1909 榮成 (造紙工業),3515 華擎 (電腦及週邊設備業),1904 正隆 (造紙工業),4119 旭富 (生技醫療業),2472 立隆電 (電子零組件業)
2020-01-07,1909 榮成 (造紙工業),2884 玉山金 (金融保險業),3515 華擎 (電腦及週邊設備業),9914 美利達 (運動休閒),5880 合庫金 (金融保險業)
2020-01-08,2884 玉山金 (金融保險業),2890 永豐金 (金融保險業),5880 合庫金 (金融保險業),2892 第一金 (金融保險業),2887 台新新光金 (金融保險業)
2020-01-09,3293 鈊象 (文化創意業),2884 玉山金 (金融保險業),2890 永豐金 (金融保險業),5880 合庫金 (金融保險業),2881 富邦金 (金融保險業)
2020-01-10,3227 原相 (半導體業),2884 玉山金 (金融保險業),3293 鈊象 (文化創意業),2883 凱基金 (金融保險業),2890 永豐金 (金融保險業)
2020-01-13,3260 威剛 (半導體業),4935 茂林-KY (光電業),6213 聯茂 (電子零組件業),8046 南電 (電子零組件業),2360 致茂 (其他電子業)
2020-01-14,3037 欣興 (電子零組件業),6213 聯茂 (電子零組件業),3260 威剛 (半導體業),4977 眾達-KY (通信網路業),4935 茂林-KY (光電業)
2020-01-15,2458 義隆 (半導體業),3661 世芯-KY (半導體業),4977 眾達-KY (通信網路業),3227 原相 (半導體業),3443 創意 (半導體業)
2020-01-16,4935 茂林-KY (光電業),6271 同欣電 (半導體業),2456 奇力新 (其他),6279 胡連 (電子零組件業),3413 京鼎 (半導體業)
2020-01-17,4935 茂林-KY (光電業),2456 奇力新 (其他),6416 瑞祺電通 (通信網路業),2478 大毅 (電子零組件業),3260 威剛 (半導體業)
2020-01-20,4935 茂林-KY (光電業),2892 第一金 (金融保險業),6121 新普 (電腦及週邊設備業),3023 信邦 (電子零組件業),3260 威剛 (半導體業)
2020-01-30,2892 第一金 (金融保險業),8926 台汽電 (油電燃氣業),2884 玉山金 (金融保險業),6472 保瑞 (生技醫療業),6005 群益證 (金融保險業)
2020-01-31,2892 第一金 (金融保險業),2884 玉山金 (金融保險業),2885 元大金 (金融保險業),5880 合庫金 (金融保險業),1101 台泥 (水泥工業)
2020-02-03,4142 國光生 (生技醫療業),2884 玉山金 (金融保險業),2892 第一金 (金融保險業),8926 台汽電 (油電燃氣業),6472 保瑞 (生技醫療業)
2020-02-04,4736 泰博 (生技醫療業),8926 台汽電 (油電燃氣業),1734 杏輝 (生技醫療業),6472 保瑞 (生技醫療業),2031 新光鋼 (鋼鐵工業)
2020-02-05,3515 華擎 (電腦及週邊設備業),2456 奇力新 (其他),6472 保瑞 (生技醫療業),2929 淘帝-KY (貿易百貨),
2020-02-06,2303 聯電 (半導體業),8086 宏捷科 (半導體業),3515 華擎 (電腦及週邊設備業),2337 旺宏 (半導體業),6416 瑞祺電通 (通信網路業)
2020-02-07,3227 原相 (半導體業),2884 玉山金 (金融保險業),2395 研華 (電腦及週邊設備業),2892 第一金 (金融保險業),8926 台汽電 (油電燃氣業)
2020-02-10,3227 原相 (半導體業),6285 啟碁 (通信網路業),8926 台汽電 (油電燃氣業),3669 圓展 (通信網路業),3380 明泰 (通信網路業)
2020-02-11,3227 原相 (半導體業),3260 威剛 (半導體業),8926 台汽電 (油電燃氣業),5434 崇越 (電子通路業),3023 信邦 (電子零組件業)
2020-02-12,6213 聯茂 (電子零組件業),3227 原相 (半導體業),6269 台郡 (電子零組件業),3105 穩懋 (半導體業),2455 全新 (通信網路業)
2020-02-13,8155 博智 (電子零組件業),2376 技嘉 (電腦及週邊設備業),6269 台郡 (電子零組件業),8046 南電 (電子零組件業),3227 原相 (半導體業)
2020-02-14,8155 博智 (電子零組件業),6269 台郡 (電子零組件業),6278 台表科 (光電業),2368 金像電 (電子零組件業),4935 茂林-KY (光電業)
2020-02-17,8155 博智 (電子零組件業),8039 台虹 (電子零組件業),8046 南電 (電子零組件業),3042 晶技 (電子零組件業),3706 神達 (電腦及週邊設備業)
2020-02-18,3706 神達 (電腦及週邊設備業),3042 晶技 (電子零組件業),2376 技嘉 (電腦及週邊設備業),3227 原相 (半導體業),5203 訊連 (資訊服務業)
2020-02-19,3706 神達 (電腦及週邊設備業),8926 台汽電 (油電燃氣業),3227 原相 (半導體業),5203 訊連 (資訊服務業),
2020-02-20,3706 神達 (電腦及週邊設備業),3227 原相 (半導體業),4977 眾達-KY (通信網路業),2892 第一金 (金融保險業),6245 立端 (通信網路業)
2020-02-21,6472 保瑞 (生技醫療業),8926 台汽電 (油電燃氣業),,,
2020-02-24,8046 南電 (電子零組件業),6274 台燿 (電子零組件業),8155 博智 (電子零組件業),6472 保瑞 (生技醫療業),2881 富邦金 (金融保險業)
2020-02-25,8046 南電 (電子零組件業),8155 博智 (電子零組件業),6472 保瑞 (生技醫療業),6274 台燿 (電子零組件業),3037 欣興 (電子零組件業)
2020-02-26,8046 南電 (電子零組件業),3227 原相 (半導體業),8039 台虹 (電子零組件業),6274 台燿 (電子零組件業),6441 廣錠 (電腦及週邊設備業)
2020-02-27,4119 旭富 (生技醫療業),2892 第一金 (金融保險業),5876 上海商銀 (金融保險業),2890 永豐金 (金融保險業),2474 可成 (其他電子業)
2020-03-02,2890 永豐金 (金融保險業),6538 倉和 (電子零組件業),2881 富邦金 (金融保險業),2892 第一金 (金融保險業),2354 鴻準 (其他電子業)
2020-03-03,5274 信驊 (半導體業),8046 南電 (電子零組件業),8016 矽創 (半導體業),6274 台燿 (電子零組件業),8039 台虹 (電子零組件業)
2020-03-04,3037 欣興 (電子零組件業),3661 世芯-KY (半導體業),8046 南電 (電子零組件業),8016 矽創 (半導體業),2480 敦陽科 (資訊服務業)
2020-03-05,8016 矽創 (半導體業),6274 台燿 (電子零組件業),3037 欣興 (電子零組件業),3374 精材 (半導體業),8086 宏捷科 (半導體業)
2020-03-06,8016 矽創 (半導體業),8046 南電 (電子零組件業),6274 台燿 (電子零組件業),2313 華通 (電子零組件業),8086 宏捷科 (半導體業)
2020-03-09,6416 瑞祺電通 (通信網路業),2313 華通 (電子零組件業),3037 欣興 (電子零組件業),4119 旭富 (生技醫療業),8046 南電 (電子零組件業)
2020-03-10,2368 金像電 (電子零組件業),6416 瑞祺電通 (通信網路業),4746 台耀 (生技醫療業),4119 旭富 (生技醫療業),2345 智邦 (通信網路業)
2020-03-11,4746 台耀 (生技醫療業),6416 瑞祺電通 (通信網路業),4966 譜瑞-KY (半導體業),3081 聯亞 (通信網路業),8403 盛弘 (生技醫療業)
2020-03-12,4746 台耀 (生技醫療業),,,,
2020-03-13,2884 玉山金 (金融保險業),6561 是方 (通信網路業),5876 上海商銀 (金融保險業),,
2020-03-16,1904 正隆 (造紙工業),1707 葡萄王 (生技醫療業),,,
2020-03-17,1707 葡萄王 (生技醫療業),6561 是方 (通信網路業),3533 嘉澤 (電子零組件業),,
2020-03-18,1707 葡萄王 (生技醫療業),,,,
2020-03-19,2912 統一超 (貿易百貨),,,,
2020-03-20,2912 統一超 (貿易百貨),4966 譜瑞-KY (半導體業),5876 上海商銀 (金融保險業),,
2020-03-23,3533 嘉澤 (電子零組件業),2912 統一超 (貿易百貨),3029 零壹 (資訊服務業),3669 圓展 (通信網路業),
2020-03-24,3533 嘉澤 (電子零組件業),3081 聯亞 (通信網路業),3152 璟德 (通信網路業),2892 第一金 (金融保險業),2890 永豐金 (金融保險業)
2020-03-25,3037 欣興 (電子零組件業),3227 原相 (半導體業),2313 華通 (電子零組件業),2368 金像電 (電子零組件業),6669 緯穎 (電腦及週邊設備業)
2020-03-26,2313 華通 (電子零組件業),4935 茂林-KY (光電業),3037 欣興 (電子零組件業),8155 博智 (電子零組件業),2368 金像電 (電子零組件業)
2020-03-27,2313 華通 (電子零組件業),8046 南電 (電子零組件業),3376 新日興 (電子零組件業),3037 欣興 (電子零組件業),4119 旭富 (生技醫療業)
2020-03-30,8046 南電 (電子零組件業),2313 華通 (電子零組件業),4966 譜瑞-KY (半導體業),6274 台燿 (電子零組件業),1319 東陽 (汽車工業)
