,0,1,2,3,4
2022-08-02,8114 振樺電 (電腦及週邊設備),2345 智邦 (通信網路),6245 立端 (通信網路),8050 廣積 (電腦及週邊設備),3491 昇達科 (太空衛星科技)
2022-08-03,8114 振樺電 (電腦及週邊設備),6245 立端 (通信網路),2002 中鋼 (鋼鐵),2356 英業達 (電腦及週邊設備),2892 第一金 (金融)
2022-08-04,6206 飛捷 (電腦及週邊設備),3596 智易 (通信網路),2345 智邦 (通信網路),2356 英業達 (電腦及週邊設備),3504 揚明光 (平面顯示器)
2022-08-05,2883 凱基金 (金融),2345 智邦 (通信網路),2885 元大金 (金融),2881 富邦金 (金融),6414 樺漢 (電腦及週邊設備)
2022-08-08,2881 富邦金 (金融),8069 元太 (平面顯示器),2890 永豐金 (金融),6285 啟碁 (太空衛星科技),2883 凱基金 (金融)
2022-08-09,2890 永豐金 (金融),2385 群光 (電腦及週邊設備),2474 可成 (電腦及週邊設備),6443 元晶 (太陽能產業),2886 兆豐金 (金融)
2022-08-10,2345 智邦 (通信網路),6443 元晶 (太陽能產業),3081 聯亞 (通信網路),1513 中興電 (太陽能產業),6414 樺漢 (電腦及週邊設備)
2022-08-11,2891 中信金 (金融),4979 華星光 (通信網路),6443 元晶 (太陽能產業),2345 智邦 (通信網路),8069 元太 (平面顯示器)
2022-08-12,3346 麗清 (LED照明產業),6278 台表科 (LED照明產業),3529 力旺 (半導體),6643 M31 (半導體),8155 博智 (印刷電路板)
2022-08-15,3529 力旺 (半導體),3661 世芯-KY (半導體),6643 M31 (半導體),3035 智原 (半導體),1605 華新 (太陽能產業)
2022-08-16,8046 南電 (印刷電路板),3661 世芯-KY (半導體),3529 力旺 (半導體),6472 保瑞 (製藥),8069 元太 (平面顯示器)
2022-08-17,3661 世芯-KY (半導體),5274 信驊 (半導體),6679 鈺太 (半導體),2027 大成鋼 (鋼鐵),3714 富采 (LED照明產業)
2022-08-18,3661 世芯-KY (半導體),1795 美時 (製藥),3035 智原 (半導體),2027 大成鋼 (鋼鐵),6129 普誠 (半導體)
2022-08-19,3035 智原 (半導體),8069 元太 (平面顯示器),3707 漢磊 (半導體),3529 力旺 (半導體),3443 創意 (半導體)
2022-08-22,5425 台半 (半導體),8069 元太 (平面顯示器),3707 漢磊 (半導體),3035 智原 (半導體),3481 群創 (平面顯示器)
2022-08-23,8069 元太 (平面顯示器),2324 仁寶 (平面顯示器),3481 群創 (平面顯示器),2474 可成 (電腦及週邊設備),2382 廣達 (運動科技)
2022-08-24,8069 元太 (平面顯示器),2474 可成 (電腦及週邊設備),3022 威強電 (電腦及週邊設備),4739 康普 (石化及塑橡膠),1477 聚陽 (紡織)
2022-08-25,9802 鈺齊-KY (其他),3481 群創 (平面顯示器),1402 遠東新 (建材營造),2324 仁寶 (平面顯示器),8069 元太 (平面顯示器)
2022-08-26,8050 廣積 (電腦及週邊設備),2474 可成 (電腦及週邊設備),2497 怡利電 (其他),1402 遠東新 (建材營造),3022 威強電 (電腦及週邊設備)
2022-08-29,6533 晶心科 (半導體),3661 世芯-KY (半導體),8050 廣積 (電腦及週邊設備),3680 家登 (半導體),5425 台半 (半導體)
2022-08-30,1605 華新 (太陽能產業),1536 和大 (汽車),6443 元晶 (太陽能產業),2412 中華電 (智慧電網),8050 廣積 (電腦及週邊設備)
2022-08-31,5425 台半 (半導體),1536 和大 (汽車),6683 雍智科技 (半導體),3661 世芯-KY (半導體),3680 家登 (半導體)
2022-09-01,1536 和大 (汽車),3022 威強電 (電腦及週邊設備),9942 茂順 (汽車),1319 東陽 (汽車),6589 台康生技 (製藥)
2022-09-02,9942 茂順 (汽車),6712 長聖 (再生醫療),2356 英業達 (電腦及週邊設備),8050 廣積 (電腦及週邊設備),2353 宏碁 (電腦及週邊設備)
2022-09-05,5388 中磊 (通信網路),3406 玉晶光 (LED照明產業),4977 眾達-KY (通信網路),2890 永豐金 (金融),2498 宏達電 (人工智慧)
2022-09-06,2890 永豐金 (金融),3406 玉晶光 (LED照明產業),2892 第一金 (金融),2301 光寶科 (LED照明產業),9933 中鼎 (建材營造)
2022-09-07,4551 智伸科 (汽車),2890 永豐金 (金融),2382 廣達 (運動科技),3552 同致 (汽車),2356 英業達 (電腦及週邊設備)
2022-09-08,8069 元太 (平面顯示器),2356 英業達 (電腦及週邊設備),3454 晶睿 (電腦及週邊設備),2376 技嘉 (電動車輛產業),3017 奇鋐 (電腦及週邊設備)
2022-09-12,2376 技嘉 (電動車輛產業),3017 奇鋐 (電腦及週邊設備),8916 光隆 (紡織),2377 微星 (電腦及週邊設備),2890 永豐金 (金融)
2022-09-13,2376 技嘉 (電動車輛產業),6279 胡連 (連接器),1536 和大 (汽車),3533 嘉澤 (連接器),5371 中光電 (人工智慧)
2022-09-14,2376 技嘉 (電動車輛產業),6245 立端 (通信網路),6279 胡連 (連接器),3515 華擎 (區塊鏈),4979 華星光 (通信網路)
2022-09-15,2376 技嘉 (電動車輛產業),3533 嘉澤 (連接器),2360 致茂 (LED照明產業),1536 和大 (汽車),1319 東陽 (汽車)
2022-09-16,3587 閎康 (其他),2409 友達 (太陽能產業),3289 宜特 (其他),2360 致茂 (LED照明產業),1736 喬山 (其他)
2022-09-19,2360 致茂 (LED照明產業),2301 光寶科 (LED照明產業),3289 宜特 (其他),1102 亞泥 (水泥),2357 華碩 (人工智慧)
2022-09-20,2618 長榮航 (交通運輸及航運),3289 宜特 (其他),3587 閎康 (其他),1102 亞泥 (水泥),2610 華航 (交通運輸及航運)
2022-09-21,2618 長榮航 (交通運輸及航運),1102 亞泥 (水泥),2610 華航 (交通運輸及航運),1101 台泥 (水泥),2357 華碩 (人工智慧)
2022-09-22,3708 上緯投控 (風力發電),2727 王品 (食品),2618 長榮航 (交通運輸及航運),2206 三陽工業 (汽車),1536 和大 (汽車)
2022-09-23,2731 雄獅 (休閒娛樂),3708 上緯投控 (風力發電),5876 上海商銀 (金融),2727 王品 (食品),2892 第一金 (金融)
2022-09-26,2731 雄獅 (休閒娛樂),3708 上緯投控 (風力發電),5009 榮剛 (航太週邊),2892 第一金 (金融),5876 上海商銀 (金融)
2022-09-27,3708 上緯投控 (風力發電),2892 第一金 (金融),2707 晶華 (休閒娛樂),5009 榮剛 (航太週邊),5876 上海商銀 (金融)
2022-09-28,4931 新盛力 (能源元件),1402 遠東新 (建材營造),1216 統一 (食品),2892 第一金 (金融),2912 統一超 (貿易百貨)
2022-09-29,1589 永冠-KY (能源元件),2890 永豐金 (金融),2912 統一超 (貿易百貨),2892 第一金 (金融),1216 統一 (食品)
2022-09-30,2912 統一超 (貿易百貨),2890 永豐金 (金融),1216 統一 (食品),5876 上海商銀 (金融),5009 榮剛 (航太週邊)
2022-10-03,2351 順德 (半導體),6669 緯穎 (人工智慧),3653 健策 (半導體),2408 南亞科 (半導體),2353 宏碁 (電腦及週邊設備)
2022-10-04,4966 譜瑞-KY (元宇宙),6245 立端 (通信網路),2345 智邦 (通信網路),6669 緯穎 (人工智慧),2356 英業達 (電腦及週邊設備)
2022-10-05,3529 力旺 (半導體),5274 信驊 (半導體),2408 南亞科 (半導體),2351 順德 (半導體),6643 M31 (半導體)
2022-10-06,3558 神準 (通信網路),4966 譜瑞-KY (元宇宙),6443 元晶 (太陽能產業),2317 鴻海 (通信網路),2345 智邦 (通信網路)
2022-10-07,3558 神準 (通信網路),3653 健策 (半導體),3034 聯詠 (半導體),4966 譜瑞-KY (元宇宙),5009 榮剛 (航太週邊)
2022-10-11,5009 榮剛 (航太週邊),4743 合一 (製藥),2392 正崴 (平面顯示器),2891 中信金 (金融),2882 國泰金 (金融)
2022-10-12,5009 榮剛 (航太週邊),2409 友達 (太陽能產業),2890 永豐金 (金融),2883 凱基金 (金融),2891 中信金 (金融)
2022-10-13,2324 仁寶 (平面顯示器),3481 群創 (平面顯示器),2890 永豐金 (金融),5009 榮剛 (航太週邊),5876 上海商銀 (金融)
2022-10-14,3481 群創 (平面顯示器),5009 榮剛 (航太週邊),1216 統一 (食品),1402 遠東新 (建材營造),2421 建準 (平面顯示器)
2022-10-17,3481 群創 (平面顯示器),6205 詮欣 (平面顯示器),1216 統一 (食品),9945 潤泰新 (建材營造),2421 建準 (平面顯示器)
2022-10-18,6205 詮欣 (平面顯示器),2313 華通 (印刷電路板),3037 欣興 (印刷電路板),1303 南亞 (印刷電路板),8046 南電 (印刷電路板)
2022-10-19,3037 欣興 (印刷電路板),1304 台聚 (石化及塑橡膠),1303 南亞 (印刷電路板),2542 興富發 (建材營造),1802 台玻 (印刷電路板)
2022-10-20,6770 力積電 (半導體),2002 中鋼 (鋼鐵),2303 聯電 (半導體),2408 南亞科 (半導體),2376 技嘉 (電動車輛產業)
2022-10-21,6205 詮欣 (平面顯示器),9958 世紀鋼 (建材營造),2376 技嘉 (電動車輛產業),3481 群創 (平面顯示器),1402 遠東新 (建材營造)
2022-10-24,9958 世紀鋼 (建材營造),3587 閎康 (其他),9910 豐泰 (其他),1402 遠東新 (建材營造),3037 欣興 (印刷電路板)
2022-10-25,6505 台塑化 (油電燃氣),3587 閎康 (其他),5880 合庫金 (金融),1301 台塑 (石化及塑橡膠),1402 遠東新 (建材營造)
2022-10-26,2891 中信金 (金融),5880 合庫金 (金融),1301 台塑 (石化及塑橡膠),2880 華南金 (金融),2892 第一金 (金融)
2022-10-27,2891 中信金 (金融),9939 宏全 (石化及塑橡膠),3289 宜特 (其他),6505 台塑化 (油電燃氣),2883 凱基金 (金融)
2022-10-28,3017 奇鋐 (電腦及週邊設備),2883 凱基金 (金融),2891 中信金 (金融),2882 國泰金 (金融),8050 廣積 (電腦及週邊設備)
2022-10-31,8358 金居 (印刷電路板),3017 奇鋐 (電腦及週邊設備),1760 寶齡富錦 (石化及塑橡膠),3008 大立光 (電腦及週邊設備),1802 台玻 (印刷電路板)
2022-11-01,8358 金居 (印刷電路板),2454 聯發科 (半導體),2383 台光電 (印刷電路板),1802 台玻 (印刷電路板),6279 胡連 (連接器)
2022-11-02,2383 台光電 (印刷電路板),3653 健策 (半導體),8358 金居 (印刷電路板),2327 國巨 (被動元件),4743 合一 (製藥)
2022-11-03,6213 聯茂 (印刷電路板),2327 國巨 (被動元件),4919 新唐 (半導體),3661 世芯-KY (半導體),2383 台光電 (印刷電路板)
2022-11-04,3661 世芯-KY (半導體),2327 國巨 (被動元件),6274 台燿 (印刷電路板),2383 台光電 (印刷電路板),6213 聯茂 (印刷電路板)
2022-11-07,2376 技嘉 (電動車輛產業),8358 金居 (印刷電路板),2383 台光電 (印刷電路板),6274 台燿 (印刷電路板),6213 聯茂 (印刷電路板)
2022-11-08,5483 中美晶 (半導體),3037 欣興 (印刷電路板),3034 聯詠 (半導體),6533 晶心科 (半導體),8255 朋程 (半導體)
2022-11-09,2454 聯發科 (半導體),3034 聯詠 (半導體),4961 天鈺 (半導體),2376 技嘉 (電動車輛產業),6488 環球晶 (半導體)
2022-11-10,6488 環球晶 (半導體),3034 聯詠 (半導體),2455 全新 (半導體),4966 譜瑞-KY (元宇宙),3529 力旺 (半導體)
2022-11-11,6488 環球晶 (半導體),3034 聯詠 (半導體),5347 世界 (半導體),3529 力旺 (半導體),2303 聯電 (半導體)
2022-11-14,3037 欣興 (印刷電路板),6488 環球晶 (半導體),8046 南電 (印刷電路板),5347 世界 (半導體),3529 力旺 (半導體)
2022-11-15,3037 欣興 (印刷電路板),8046 南電 (印刷電路板),4966 譜瑞-KY (元宇宙),2327 國巨 (被動元件),2606 裕民 (交通運輸及航運)
2022-11-16,4919 新唐 (半導體),3592 瑞鼎 (半導體),8046 南電 (印刷電路板),6589 台康生技 (製藥),4162 智擎 (製藥)
2022-11-17,6589 台康生技 (製藥),4162 智擎 (製藥),1795 美時 (製藥),3515 華擎 (區塊鏈),4743 合一 (製藥)
2022-11-18,3515 華擎 (區塊鏈),2376 技嘉 (電動車輛產業),3008 大立光 (電腦及週邊設備),5269 祥碩 (半導體),2377 微星 (電腦及週邊設備)
2022-11-21,3515 華擎 (區塊鏈),3324 雙鴻 (電腦及週邊設備),4162 智擎 (製藥),3533 嘉澤 (連接器),1795 美時 (製藥)
2022-11-22,4162 智擎 (製藥),3515 華擎 (區塊鏈),6712 長聖 (再生醫療),2357 華碩 (人工智慧),4128 中天 (製藥)
2022-11-23,4128 中天 (製藥),2883 凱基金 (金融),4743 合一 (製藥),6712 長聖 (再生醫療),2891 中信金 (金融)
2022-11-24,2357 華碩 (人工智慧),2891 中信金 (金融),2603 長榮 (交通運輸及航運),2881 富邦金 (金融),2885 元大金 (金融)
2022-11-25,2201 裕隆 (汽車),2603 長榮 (交通運輸及航運),2606 裕民 (交通運輸及航運),2891 中信金 (金融),2885 元大金 (金融)
2022-11-28,2201 裕隆 (汽車),2606 裕民 (交通運輸及航運),2204 中華 (汽車),6121 新普 (能源元件),2618 長榮航 (交通運輸及航運)
2022-11-29,2201 裕隆 (汽車),4977 眾達-KY (通信網路),3081 聯亞 (通信網路),2618 長榮航 (交通運輸及航運),2606 裕民 (交通運輸及航運)
2022-11-30,1312 國喬 (石化及塑橡膠),4977 眾達-KY (通信網路),1319 東陽 (汽車),5388 中磊 (通信網路),1308 亞聚 (石化及塑橡膠)
2022-12-01,8358 金居 (印刷電路板),6741 91APP*-KY (人工智慧),2498 宏達電 (人工智慧),2327 國巨 (被動元件),8046 南電 (印刷電路板)
2022-12-02,2327 國巨 (被動元件),4977 眾達-KY (通信網路),6415 矽力*-KY (半導體),6138 茂達 (半導體),2498 宏達電 (人工智慧)
2022-12-05,6491 晶碩 (醫療器材),8436 大江 (食品生技),2327 國巨 (被動元件),6415 矽力*-KY (半導體),6782 視陽 (醫療器材)
2022-12-06,8436 大江 (食品生技),6491 晶碩 (醫療器材),6782 視陽 (醫療器材),4137 麗豐-KY (食品生技),2498 宏達電 (人工智慧)
2022-12-07,6491 晶碩 (醫療器材),4137 麗豐-KY (食品生技),2357 華碩 (人工智慧),6782 視陽 (醫療器材),6741 91APP*-KY (人工智慧)
2022-12-08,4137 麗豐-KY (食品生技),3587 閎康 (其他),2634 漢翔 (其他),6741 91APP*-KY (人工智慧),3218 大學光 (醫療器材)
2022-12-09,4137 麗豐-KY (食品生技),3587 閎康 (其他),2610 華航 (交通運輸及航運),6443 元晶 (太陽能產業),2618 長榮航 (交通運輸及航運)
2022-12-12,5009 榮剛 (航太週邊),6443 元晶 (太陽能產業),6782 視陽 (醫療器材),1752 南光 (製藥),1513 中興電 (太陽能產業)
2022-12-13,5009 榮剛 (航太週邊),2606 裕民 (交通運輸及航運),2002 中鋼 (鋼鐵),4129 聯合 (醫療器材),6782 視陽 (醫療器材)
2022-12-14,2014 中鴻 (鋼鐵),5009 榮剛 (航太週邊),2201 裕隆 (汽車),2027 大成鋼 (鋼鐵),2231 為升 (汽車)
2022-12-15,2014 中鴻 (鋼鐵),3515 華擎 (區塊鏈),2027 大成鋼 (鋼鐵),1513 中興電 (太陽能產業),2031 新光鋼 (太陽能產業)
2022-12-16,2637 慧洋-KY (交通運輸及航運),2606 裕民 (交通運輸及航運),2615 萬海 (交通運輸及航運),4746 台耀 (製藥),3515 華擎 (區塊鏈)
2022-12-19,2637 慧洋-KY (交通運輸及航運),2603 長榮 (交通運輸及航運),2615 萬海 (交通運輸及航運),2885 元大金 (金融),2606 裕民 (交通運輸及航運)
2022-12-20,2637 慧洋-KY (交通運輸及航運),2885 元大金 (金融),2603 長榮 (交通運輸及航運),2615 萬海 (交通運輸及航運),2606 裕民 (交通運輸及航運)
2022-12-21,2637 慧洋-KY (交通運輸及航運),2603 長榮 (交通運輸及航運),2606 裕民 (交通運輸及航運),2615 萬海 (交通運輸及航運),4137 麗豐-KY (食品生技)
2022-12-22,2637 慧洋-KY (交通運輸及航運),2603 長榮 (交通運輸及航運),8436 大江 (食品生技),2615 萬海 (交通運輸及航運),2606 裕民 (交通運輸及航運)
2022-12-23,9910 豐泰 (其他),8436 大江 (食品生技),2603 長榮 (交通運輸及航運),9938 百和 (其他),1305 華夏 (石化及塑橡膠)
2022-12-26,2002 中鋼 (鋼鐵),1305 華夏 (石化及塑橡膠),6443 元晶 (太陽能產業),6806 森崴能源 (太陽能產業),2014 中鴻 (鋼鐵)
2022-12-27,6806 森崴能源 (太陽能產業),6443 元晶 (太陽能產業),2002 中鋼 (鋼鐵),1752 南光 (製藥),2014 中鴻 (鋼鐵)
2022-12-28,6806 森崴能源 (太陽能產業),6712 長聖 (再生醫療),1752 南光 (製藥),5904 寶雅 (貿易百貨),6443 元晶 (太陽能產業)
2022-12-29,1795 美時 (製藥),1707 葡萄王 (食品生技),5904 寶雅 (貿易百貨),6180 橘子 (休閒娛樂),6472 保瑞 (製藥)
2022-12-30,6712 長聖 (再生醫療),5904 寶雅 (貿易百貨),1707 葡萄王 (食品生技),2912 統一超 (貿易百貨),8996 高力 (電機機械)
2023-01-03,3034 聯詠 (半導體),3661 世芯-KY (半導體),3680 家登 (半導體),8299 群聯 (半導體),3515 華擎 (區塊鏈)
2023-01-04,1513 中興電 (太陽能產業),1519 華城 (智慧電網),2376 技嘉 (電動車輛產業),3708 上緯投控 (風力發電),2409 友達 (太陽能產業)
2023-01-05,3034 聯詠 (半導體),3661 世芯-KY (半導體),8299 群聯 (半導體),4961 天鈺 (半導體),5347 世界 (半導體)
2023-01-06,5347 世界 (半導體),3034 聯詠 (半導體),4961 天鈺 (半導體),8299 群聯 (半導體),5269 祥碩 (半導體)
2023-01-09,5347 世界 (半導體),4961 天鈺 (半導體),2327 國巨 (被動元件),2379 瑞昱 (半導體),2303 聯電 (半導體)
2023-01-10,2455 全新 (半導體),2327 國巨 (被動元件),2303 聯電 (半導體),4961 天鈺 (半導體),8358 金居 (印刷電路板)
2023-01-11,2303 聯電 (半導體),8299 群聯 (半導體),4961 天鈺 (半導體),6719 力智 (半導體),2455 全新 (半導體)
2023-01-12,2303 聯電 (半導體),4961 天鈺 (半導體),6719 力智 (半導體),2455 全新 (半導體),2379 瑞昱 (半導體)
2023-01-13,1101 台泥 (水泥),2303 聯電 (半導體),3675 德微 (半導體),4770 上品 (半導體),2330 台積電 (半導體)
2023-01-16,3675 德微 (半導體),1101 台泥 (水泥),4770 上品 (半導體),3105 穩懋 (半導體),3708 上緯投控 (風力發電)
2023-01-17,3218 大學光 (醫療器材),6782 視陽 (醫療器材),8454 富邦媒 (文化創意業),2049 上銀 (自動化),6491 晶碩 (醫療器材)
2023-01-30,5425 台半 (半導體),2303 聯電 (半導體),3443 創意 (半導體),6488 環球晶 (半導體),6719 力智 (半導體)
2023-01-31,5425 台半 (半導體),2303 聯電 (半導體),6679 鈺太 (半導體),1513 中興電 (太陽能產業),5347 世界 (半導體)
2023-02-01,2351 順德 (半導體),2049 上銀 (自動化),2303 聯電 (半導體),5425 台半 (半導體),8016 矽創 (半導體)
2023-02-02,3675 德微 (半導體),4919 新唐 (半導體),2303 聯電 (半導體),3035 智原 (半導體),2351 順德 (半導體)
2023-02-03,3035 智原 (半導體),4919 新唐 (半導體),6282 康舒 (平面顯示器),5269 祥碩 (半導體),6138 茂達 (半導體)
2023-02-06,8069 元太 (平面顯示器),3661 世芯-KY (半導體),6282 康舒 (平面顯示器),1795 美時 (製藥),6472 保瑞 (製藥)
2023-02-07,6472 保瑞 (製藥),8069 元太 (平面顯示器),1795 美時 (製藥),6282 康舒 (平面顯示器),2324 仁寶 (平面顯示器)
2023-02-08,3443 創意 (半導體),3034 聯詠 (半導體),6138 茂達 (半導體),3035 智原 (半導體),6472 保瑞 (製藥)
2023-02-09,3035 智原 (半導體),3443 創意 (半導體),2049 上銀 (自動化),6643 M31 (半導體),3661 世芯-KY (半導體)
2023-02-10,4931 新盛力 (能源元件),6472 保瑞 (製藥),2382 廣達 (運動科技),4743 合一 (製藥),6589 台康生技 (製藥)
2023-02-13,2382 廣達 (運動科技),2891 中信金 (金融),2886 兆豐金 (金融),2353 宏碁 (電腦及週邊設備),2892 第一金 (金融)
2023-02-14,2886 兆豐金 (金融),2882 國泰金 (金融),2881 富邦金 (金融),2891 中信金 (金融),2382 廣達 (運動科技)
2023-02-15,2727 王品 (食品),2731 雄獅 (休閒娛樂),1513 中興電 (太陽能產業),2748 雲品 (休閒娛樂),2732 六角 (食品)
2023-02-16,2327 國巨 (被動元件),3665 貿聯-KY (休閒娛樂),3481 群創 (平面顯示器),2731 雄獅 (休閒娛樂),1513 中興電 (太陽能產業)
2023-02-17,3481 群創 (平面顯示器),2748 雲品 (休閒娛樂),2327 國巨 (被動元件),2707 晶華 (休閒娛樂),8069 元太 (平面顯示器)
2023-02-20,3481 群創 (平面顯示器),2748 雲品 (休閒娛樂),5009 榮剛 (航太週邊),2327 國巨 (被動元件),3027 盛達 (通信網路)
2023-02-21,3481 群創 (平面顯示器),6143 振曜 (平面顯示器),6282 康舒 (平面顯示器),2472 立隆電 (被動元件),6205 詮欣 (平面顯示器)
2023-02-22,3481 群創 (平面顯示器),1514 亞力 (汽電共生),2049 上銀 (自動化),3027 盛達 (通信網路),2388 威盛 (人工智慧)
2023-02-23,2707 晶華 (休閒娛樂),4966 譜瑞-KY (元宇宙),1514 亞力 (汽電共生),1101 台泥 (水泥),3708 上緯投控 (風力發電)
2023-02-24,2606 裕民 (交通運輸及航運),2605 新興 (交通運輸及航運),3017 奇鋐 (電腦及週邊設備),2707 晶華 (休閒娛樂),2637 慧洋-KY (交通運輸及航運)
2023-03-01,2606 裕民 (交通運輸及航運),2637 慧洋-KY (交通運輸及航運),2388 威盛 (人工智慧),2049 上銀 (自動化),6515 穎崴 (半導體)
2023-03-02,2606 裕民 (交通運輸及航運),2637 慧洋-KY (交通運輸及航運),4915 致伸 (電腦及週邊設備),3005 神基 (電腦及週邊設備),2605 新興 (交通運輸及航運)
2023-03-03,3675 德微 (半導體),2606 裕民 (交通運輸及航運),6799 來頡 (半導體),2454 聯發科 (半導體),3711 日月光投控 (半導體)
2023-03-06,3481 群創 (平面顯示器),6515 穎崴 (半導體),3711 日月光投控 (半導體),2449 京元電子 (半導體),3675 德微 (半導體)
2023-03-07,1504 東元 (人工智慧),2454 聯發科 (半導體),2345 智邦 (通信網路),3711 日月光投控 (半導體),2449 京元電子 (半導體)
2023-03-08,1504 東元 (人工智慧),5285 界霖 (半導體),3008 大立光 (電腦及週邊設備),2049 上銀 (自動化),3264 欣銓 (半導體)
2023-03-09,1504 東元 (人工智慧),3008 大立光 (電腦及週邊設備),2388 威盛 (人工智慧),2449 京元電子 (半導體),5285 界霖 (半導體)
2023-03-10,3624 光頡 (被動元件),5289 宜鼎 (電腦及週邊設備),5269 祥碩 (半導體),2357 華碩 (人工智慧),6679 鈺太 (半導體)
2023-03-13,2412 中華電 (智慧電網),2356 英業達 (電腦及週邊設備),2353 宏碁 (電腦及週邊設備),3231 緯創 (電腦及週邊設備),2892 第一金 (金融)
2023-03-14,5269 祥碩 (半導體),1504 東元 (人工智慧),4966 譜瑞-KY (元宇宙),2379 瑞昱 (半導體),2408 南亞科 (半導體)
2023-03-15,4966 譜瑞-KY (元宇宙),5269 祥碩 (半導體),2356 英業達 (電腦及週邊設備),5289 宜鼎 (電腦及週邊設備),3711 日月光投控 (半導體)
2023-03-16,2356 英業達 (電腦及週邊設備),5269 祥碩 (半導體),2377 微星 (電腦及週邊設備),3680 家登 (半導體),2353 宏碁 (電腦及週邊設備)
2023-03-17,3680 家登 (半導體),4966 譜瑞-KY (元宇宙),5269 祥碩 (半導體),2379 瑞昱 (半導體),6732 昇佳電子 (半導體)
2023-03-20,3680 家登 (半導體),6515 穎崴 (半導體),3675 德微 (半導體),4966 譜瑞-KY (元宇宙),6679 鈺太 (半導體)
2023-03-21,6515 穎崴 (半導體),3017 奇鋐 (電腦及週邊設備),3231 緯創 (電腦及週邊設備),6679 鈺太 (半導體),2356 英業達 (電腦及週邊設備)
2023-03-22,3324 雙鴻 (電腦及週邊設備),6669 緯穎 (人工智慧),3017 奇鋐 (電腦及週邊設備),3592 瑞鼎 (半導體),6515 穎崴 (半導體)
2023-03-23,3231 緯創 (電腦及週邊設備),1504 東元 (人工智慧),5425 台半 (半導體),6515 穎崴 (半導體),6669 緯穎 (人工智慧)
2023-03-24,3037 欣興 (印刷電路板),8046 南電 (印刷電路板),5289 宜鼎 (電腦及週邊設備),6515 穎崴 (半導體),3653 健策 (半導體)
2023-03-27,3324 雙鴻 (電腦及週邊設備),3260 威剛 (LED照明產業),3037 欣興 (印刷電路板),8046 南電 (印刷電路板),3017 奇鋐 (電腦及週邊設備)
2023-03-28,2368 金像電 (印刷電路板),2376 技嘉 (電動車輛產業),2382 廣達 (運動科技),2360 致茂 (LED照明產業),3715 定穎投控 (印刷電路板)
2023-03-29,6472 保瑞 (製藥),2382 廣達 (運動科技),2376 技嘉 (電動車輛產業),4979 華星光 (通信網路),4147 中裕 (製藥)
2023-03-30,2376 技嘉 (電動車輛產業),1795 美時 (製藥),4979 華星光 (通信網路),5388 中磊 (通信網路),6285 啟碁 (太空衛星科技)
2023-03-31,4979 華星光 (通信網路),3324 雙鴻 (電腦及週邊設備),5289 宜鼎 (電腦及週邊設備),3231 緯創 (電腦及週邊設備),5388 中磊 (通信網路)
2023-04-06,5289 宜鼎 (電腦及週邊設備),3324 雙鴻 (電腦及週邊設備),6285 啟碁 (太空衛星科技),2355 敬鵬 (印刷電路板),2356 英業達 (電腦及週邊設備)
2023-04-07,8299 群聯 (半導體),2408 南亞科 (半導體),2344 華邦電 (半導體),1795 美時 (製藥),1519 華城 (智慧電網)
2023-04-10,2408 南亞科 (半導體),2344 華邦電 (半導體),8299 群聯 (半導體),3661 世芯-KY (半導體),1513 中興電 (太陽能產業)
2023-04-11,3034 聯詠 (半導體),3324 雙鴻 (電腦及週邊設備),4967 十銓 (電腦及週邊設備),4968 立積 (半導體),2408 南亞科 (半導體)
2023-04-12,6477 安集 (太陽能產業),6806 森崴能源 (太陽能產業),1504 東元 (人工智慧),1514 亞力 (汽電共生),2049 上銀 (自動化)
2023-04-13,4147 中裕 (製藥),6477 安集 (太陽能產業),5009 榮剛 (航太週邊),6806 森崴能源 (太陽能產業),3231 緯創 (電腦及週邊設備)
2023-04-14,2515 中工 (建材營造),3289 宜特 (其他),5371 中光電 (人工智慧),2645 長榮航太 (交通運輸及航運),2618 長榮航 (交通運輸及航運)
2023-04-17,1762 中化生 (製藥),4147 中裕 (製藥),3708 上緯投控 (風力發電),3078 僑威 (電腦及週邊設備),3479 安勤 (電腦及週邊設備)
2023-04-18,4147 中裕 (製藥),5009 榮剛 (航太週邊),6782 視陽 (醫療器材),1762 中化生 (製藥),5371 中光電 (人工智慧)
2023-04-19,8436 大江 (食品生技),4147 中裕 (製藥),6782 視陽 (醫療器材),3005 神基 (電腦及週邊設備),6547 高端疫苗 (製藥)
2023-04-20,6244 茂迪 (太陽能產業),8436 大江 (食品生技),1905 華紙 (造紙),2031 新光鋼 (太陽能產業),3078 僑威 (電腦及週邊設備)
2023-04-21,2892 第一金 (金融),2886 兆豐金 (金融),8436 大江 (食品生技),4904 遠傳 (大數據),2887 台新新光金 (金融)
2023-04-24,6244 茂迪 (太陽能產業),2031 新光鋼 (太陽能產業),4904 遠傳 (大數據),1301 台塑 (石化及塑橡膠),1605 華新 (太陽能產業)
2023-04-25,4904 遠傳 (大數據),2404 漢唐 (其他),2913 農林 (其他),1301 台塑 (石化及塑橡膠),9904 寶成 (其他)
2023-04-26,4904 遠傳 (大數據),1301 台塑 (石化及塑橡膠),9904 寶成 (其他),2404 漢唐 (其他),2883 凱基金 (金融)
2023-04-27,1301 台塑 (石化及塑橡膠),9904 寶成 (其他),1303 南亞 (印刷電路板),4904 遠傳 (大數據),8046 南電 (印刷電路板)
