,0,1,2,3,4
2014-10-06,1536 和大 (汽車),4966 譜瑞-KY (元宇宙),3552 同致 (汽車),3234 光環 (半導體),3034 聯詠 (半導體)
2014-10-07,6147 頎邦 (半導體),2484 希華 (被動元件),5347 世界 (半導體),4915 致伸 (電腦及週邊設備),6504 南六 (石化及塑橡膠)
2014-10-08,2891 中信金 (金融),5388 中磊 (通信網路),9938 百和 (其他),2059 川湖 (其他),9802 鈺齊-KY (其他)
2014-10-09,2059 川湖 (其他),2891 中信金 (金融),9938 百和 (其他),5880 合庫金 (金融),8349 恒耀國際 (鋼鐵)
2014-10-13,2002 中鋼 (鋼鐵),1101 台泥 (水泥),1102 亞泥 (水泥),1326 台化 (石化及塑橡膠),2103 台橡 (石化及塑橡膠)
2014-10-14,2002 中鋼 (鋼鐵),2618 長榮航 (交通運輸及航運),2027 大成鋼 (鋼鐵),6505 台塑化 (油電燃氣),2006 東和鋼鐵 (鋼鐵)
2014-10-15,2618 長榮航 (交通運輸及航運),3045 台灣大 (通信網路),6245 立端 (通信網路),2395 研華 (智慧電網),9925 新保 (其他)
2014-10-16,2395 研華 (智慧電網),2049 上銀 (自動化),4137 麗豐-KY (食品生技),,
2014-10-17,2395 研華 (智慧電網),6504 南六 (石化及塑橡膠),2105 正新 (石化及塑橡膠),1102 亞泥 (水泥),2228 劍麟 (汽車)
2014-10-20,2382 廣達 (運動科技),2915 潤泰全 (貿易百貨),,,
2014-10-21,5483 中美晶 (半導體),2379 瑞昱 (半導體),3293 鈊象 (休閒娛樂),3443 創意 (半導體),3529 力旺 (半導體)
2014-10-22,3481 群創 (平面顯示器),5347 世界 (半導體),2379 瑞昱 (半導體),5483 中美晶 (半導體),3529 力旺 (半導體)
2014-10-23,2618 長榮航 (交通運輸及航運),2409 友達 (太陽能產業),6147 頎邦 (半導體),2610 華航 (交通運輸及航運),3034 聯詠 (半導體)
2014-10-24,5483 中美晶 (半導體),6147 頎邦 (半導體),2325 矽品 (半導體),3034 聯詠 (半導體),2610 華航 (交通運輸及航運)
2014-10-27,1301 台塑 (石化及塑橡膠),2105 正新 (石化及塑橡膠),1312 國喬 (石化及塑橡膠),1326 台化 (石化及塑橡膠),1102 亞泥 (水泥)
2014-10-28,2618 長榮航 (交通運輸及航運),1312 國喬 (石化及塑橡膠),2105 正新 (石化及塑橡膠),1301 台塑 (石化及塑橡膠),2317 鴻海 (通信網路)
2014-10-29,2881 富邦金 (金融),2618 長榮航 (交通運輸及航運),6239 力成 (半導體),3673 TPK-KY (觸控面板),4904 遠傳 (大數據)
2014-10-30,3481 群創 (平面顯示器),3673 TPK-KY (觸控面板),2303 聯電 (半導體),2881 富邦金 (金融),2344 華邦電 (半導體)
2014-10-31,3673 TPK-KY (觸控面板),2344 華邦電 (半導體),4904 遠傳 (大數據),2303 聯電 (半導體),2891 中信金 (金融)
2014-11-03,2439 美律 (能源元件),4915 致伸 (電腦及週邊設備),5392 能率 (電腦及週邊設備),3257 虹冠電 (半導體),6414 樺漢 (電腦及週邊設備)
2014-11-04,2439 美律 (能源元件),2377 微星 (電腦及週邊設備),6414 樺漢 (電腦及週邊設備),4915 致伸 (電腦及週邊設備),1589 永冠-KY (能源元件)
2014-11-05,6414 樺漢 (電腦及週邊設備),2603 長榮 (交通運輸及航運),2354 鴻準 (其他),8076 伍豐 (電腦及週邊設備),2634 漢翔 (其他)
2014-11-06,6414 樺漢 (電腦及週邊設備),8383 千附 (其他),2603 長榮 (交通運輸及航運),6223 旺矽 (LED照明產業),2609 陽明 (交通運輸及航運)
2014-11-07,2634 漢翔 (其他),2317 鴻海 (通信網路),2106 建大 (其他),5009 榮剛 (航太週邊),9904 寶成 (其他)
2014-11-10,2603 長榮 (交通運輸及航運),4938 和碩 (半導體),6147 頎邦 (半導體),2347 聯強 (半導體),3105 穩懋 (半導體)
2014-11-11,6153 嘉聯益 (印刷電路板),6223 旺矽 (LED照明產業),8936 國統 (建材營造),2883 凱基金 (金融),2886 兆豐金 (金融)
2014-11-12,2542 興富發 (建材營造),4105 東洋 (製藥),1101 台泥 (水泥),4162 智擎 (製藥),9933 中鼎 (建材營造)
2014-11-13,4938 和碩 (半導體),3105 穩懋 (半導體),2449 京元電子 (半導體),2049 上銀 (自動化),3661 世芯-KY (半導體)
2014-11-14,4938 和碩 (半導體),3406 玉晶光 (LED照明產業),1201 味全 (食品),5347 世界 (半導體),2499 東貝 (LED照明產業)
2014-11-17,1702 南僑 (食品),1201 味全 (食品),3673 TPK-KY (觸控面板),3060 銘異 (電腦及週邊設備),5490 同亨 (觸控面板)
2014-11-18,2890 永豐金 (金融),3406 玉晶光 (LED照明產業),2393 億光 (LED照明產業),1201 味全 (食品),2812 台中銀 (金融)
2014-11-19,1312 國喬 (石化及塑橡膠),1201 味全 (食品),1301 台塑 (石化及塑橡膠),1326 台化 (石化及塑橡膠),2412 中華電 (智慧電網)
2014-11-20,3533 嘉澤 (連接器),2201 裕隆 (汽車),2382 廣達 (運動科技),2393 億光 (LED照明產業),2227 裕日車 (汽車)
2014-11-21,3481 群創 (平面顯示器),2382 廣達 (運動科技),2393 億光 (LED照明產業),2485 兆赫 (平面顯示器),2392 正崴 (平面顯示器)
2014-11-24,2206 三陽工業 (汽車),2201 裕隆 (汽車),2308 台達電 (LED照明產業),1101 台泥 (水泥),1319 東陽 (汽車)
2014-11-25,2049 上銀 (自動化),2344 華邦電 (半導體),2449 京元電子 (半導體),3661 世芯-KY (半導體),1319 東陽 (汽車)
2014-11-26,6223 旺矽 (LED照明產業),2449 京元電子 (半導體),1319 東陽 (汽車),2420 新巨 (電腦及週邊設備),3450 聯鈞 (半導體)
2014-11-27,2368 金像電 (印刷電路板),3006 晶豪科 (半導體),3529 力旺 (半導體),5483 中美晶 (半導體),8210 勤誠 (雲端運算)
2014-11-28,2520 冠德 (建材營造),2618 長榮航 (交通運輸及航運),2615 萬海 (交通運輸及航運),2610 華航 (交通運輸及航運),2548 華固 (建材營造)
2014-12-01,2610 華航 (交通運輸及航運),2618 長榮航 (交通運輸及航運),3533 嘉澤 (連接器),2615 萬海 (交通運輸及航運),2547 日勝生 (建材營造)
2014-12-02,6223 旺矽 (LED照明產業),3533 嘉澤 (連接器),4162 智擎 (製藥),2520 冠德 (建材營造),4123 晟德 (製藥)
2014-12-03,4162 智擎 (製藥),2548 華固 (建材營造),6104 創惟 (元宇宙),1795 美時 (製藥),4106 雃博 (醫療器材)
2014-12-04,4162 智擎 (製藥),3673 TPK-KY (觸控面板),4152 台微體 (製藥),6285 啟碁 (太空衛星科技),4106 雃博 (醫療器材)
2014-12-05,6104 創惟 (元宇宙),1795 美時 (製藥),3380 明泰 (太空衛星科技),6285 啟碁 (太空衛星科技),4162 智擎 (製藥)
2014-12-08,4162 智擎 (製藥),3380 明泰 (太空衛星科技),4152 台微體 (製藥),8406 金可-KY (醫療器材),6285 啟碁 (太空衛星科技)
2014-12-09,2610 華航 (交通運輸及航運),8155 博智 (印刷電路板),4162 智擎 (製藥),2603 長榮 (交通運輸及航運),4152 台微體 (製藥)
2014-12-10,4123 晟德 (製藥),5351 鈺創 (人工智慧),2498 宏達電 (人工智慧),4120 友華 (製藥),2610 華航 (交通運輸及航運)
2014-12-11,4979 華星光 (通信網路),2610 華航 (交通運輸及航運),4977 眾達-KY (通信網路),4123 晟德 (製藥),2618 長榮航 (交通運輸及航運)
2014-12-12,4979 華星光 (通信網路),4162 智擎 (製藥),2636 台驊控股 (交通運輸及航運),4123 晟德 (製藥),3673 TPK-KY (觸控面板)
2014-12-15,6245 立端 (通信網路),3673 TPK-KY (觸控面板),2354 鴻準 (其他),2498 宏達電 (人工智慧),1710 東聯 (其他)
2014-12-16,2603 長榮 (交通運輸及航運),1460 宏遠 (紡織),2615 萬海 (交通運輸及航運),1477 聚陽 (紡織),2841 台開 (建材營造)
2014-12-17,3035 智原 (半導體),1312 國喬 (石化及塑橡膠),5483 中美晶 (半導體),2603 長榮 (交通運輸及航運),3360 尚立 (半導體)
2014-12-18,3035 智原 (半導體),6245 立端 (通信網路),5483 中美晶 (半導體),3661 世芯-KY (半導體),6223 旺矽 (LED照明產業)
2014-12-19,2603 長榮 (交通運輸及航運),2609 陽明 (交通運輸及航運),3576 聯合再生 (太陽能產業),5483 中美晶 (半導體),1312 國喬 (石化及塑橡膠)
2014-12-22,3576 聯合再生 (太陽能產業),2609 陽明 (交通運輸及航運),1312 國喬 (石化及塑橡膠),2409 友達 (太陽能產業),2325 矽品 (半導體)
2014-12-23,1305 華夏 (石化及塑橡膠),2409 友達 (太陽能產業),2303 聯電 (半導體),1312 國喬 (石化及塑橡膠),1308 亞聚 (石化及塑橡膠)
2014-12-24,2609 陽明 (交通運輸及航運),1305 華夏 (石化及塑橡膠),1308 亞聚 (石化及塑橡膠),2603 長榮 (交通運輸及航運),1301 台塑 (石化及塑橡膠)
2014-12-25,1305 華夏 (石化及塑橡膠),1308 亞聚 (石化及塑橡膠),1447 力鵬 (紡織),1301 台塑 (石化及塑橡膠),8086 宏捷科 (半導體)
2014-12-26,2409 友達 (太陽能產業),8454 富邦媒 (文化創意業),1447 力鵬 (紡織),6244 茂迪 (太陽能產業),3481 群創 (平面顯示器)
2014-12-27,2409 友達 (太陽能產業),8454 富邦媒 (文化創意業),8086 宏捷科 (半導體),5347 世界 (半導體),6182 合晶 (半導體)
2014-12-29,2409 友達 (太陽能產業),5347 世界 (半導體),2408 南亞科 (半導體),3481 群創 (平面顯示器),8086 宏捷科 (半導體)
2014-12-30,5347 世界 (半導體),2408 南亞科 (半導體),8086 宏捷科 (半導體),3088 艾訊 (觸控面板),2455 全新 (半導體)
2014-12-31,2609 陽明 (交通運輸及航運),2618 長榮航 (交通運輸及航運),2610 華航 (交通運輸及航運),4979 華星光 (通信網路),2603 長榮 (交通運輸及航運)
2015-01-05,2618 長榮航 (交通運輸及航運),2610 華航 (交通運輸及航運),4979 華星光 (通信網路),1314 中石化 (石化及塑橡膠),1308 亞聚 (石化及塑橡膠)
2015-01-06,2610 華航 (交通運輸及航運),2387 精元 (電腦及週邊設備),2618 長榮航 (交通運輸及航運),3481 群創 (平面顯示器),2408 南亞科 (半導體)
2015-01-07,2610 華航 (交通運輸及航運),2387 精元 (電腦及週邊設備),2603 長榮 (交通運輸及航運),2618 長榮航 (交通運輸及航運),6120 達運 (平面顯示器)
2015-01-08,2610 華航 (交通運輸及航運),2387 精元 (電腦及週邊設備),1304 台聚 (石化及塑橡膠),2618 長榮航 (交通運輸及航運),2615 萬海 (交通運輸及航運)
2015-01-09,2618 長榮航 (交通運輸及航運),1304 台聚 (石化及塑橡膠),2610 華航 (交通運輸及航運),2615 萬海 (交通運輸及航運),2387 精元 (電腦及週邊設備)
2015-01-12,2603 長榮 (交通運輸及航運),2618 長榮航 (交通運輸及航運),2615 萬海 (交通運輸及航運),1301 台塑 (石化及塑橡膠),1304 台聚 (石化及塑橡膠)
2015-01-13,1301 台塑 (石化及塑橡膠),2603 長榮 (交通運輸及航運),2618 長榮航 (交通運輸及航運),4958 臻鼎-KY (印刷電路板),3673 TPK-KY (觸控面板)
2015-01-14,1718 中纖 (其他),9904 寶成 (其他),2497 怡利電 (其他),1303 南亞 (印刷電路板),2324 仁寶 (平面顯示器)
2015-01-15,2356 英業達 (電腦及週邊設備),1718 中纖 (其他),4915 致伸 (電腦及週邊設備),9910 豐泰 (其他),2324 仁寶 (平面顯示器)
2015-01-16,4915 致伸 (電腦及週邊設備),9910 豐泰 (其他),2392 正崴 (平面顯示器),2356 英業達 (電腦及週邊設備),1301 台塑 (石化及塑橡膠)
2015-01-19,4915 致伸 (電腦及週邊設備),1301 台塑 (石化及塑橡膠),1305 華夏 (石化及塑橡膠),2356 英業達 (電腦及週邊設備),2402 毅嘉 (印刷電路板)
2015-01-20,4915 致伸 (電腦及週邊設備),2356 英業達 (電腦及週邊設備),2474 可成 (電腦及週邊設備),2498 宏達電 (人工智慧),2355 敬鵬 (印刷電路板)
2015-01-21,4915 致伸 (電腦及週邊設備),2474 可成 (電腦及週邊設備),2412 中華電 (智慧電網),1702 南僑 (食品),1216 統一 (食品)
2015-01-22,1305 華夏 (石化及塑橡膠),1326 台化 (石化及塑橡膠),1314 中石化 (石化及塑橡膠),2105 正新 (石化及塑橡膠),2882 國泰金 (金融)
2015-01-23,2325 矽品 (半導體),1305 華夏 (石化及塑橡膠),2103 台橡 (石化及塑橡膠),2303 聯電 (半導體),2882 國泰金 (金融)
2015-01-26,6269 台郡 (印刷電路板),2357 華碩 (人工智慧),6274 台燿 (印刷電路板),5469 瀚宇博 (印刷電路板),2049 上銀 (自動化)
2015-01-27,2327 國巨 (被動元件),2456 奇力新 (被動元件),2062 橋椿 (其他),2354 鴻準 (其他),2492 華新科 (被動元件)
2015-01-28,2456 奇力新 (被動元件),2327 國巨 (被動元件),2303 聯電 (半導體),2313 華通 (印刷電路板),3105 穩懋 (半導體)
2015-01-29,6104 創惟 (元宇宙),1215 卜蜂 (食品),2313 華通 (印刷電路板),4966 譜瑞-KY (元宇宙),1736 喬山 (其他)
2015-01-30,6104 創惟 (元宇宙),4966 譜瑞-KY (元宇宙),2327 國巨 (被動元件),2313 華通 (印刷電路板),2377 微星 (電腦及週邊設備)
2015-02-02,8150 南茂 (半導體),2458 義隆 (半導體),9904 寶成 (其他),3532 台勝科 (半導體),3105 穩懋 (半導體)
2015-02-03,1326 台化 (石化及塑橡膠),2823 中壽 (金融),6104 創惟 (元宇宙),2886 兆豐金 (金融),1301 台塑 (石化及塑橡膠)
2015-02-04,2458 義隆 (半導體),3105 穩懋 (半導體),1326 台化 (石化及塑橡膠),8150 南茂 (半導體),1301 台塑 (石化及塑橡膠)
2015-02-05,2458 義隆 (半導體),3105 穩懋 (半導體),2891 中信金 (金融),6245 立端 (通信網路),2344 華邦電 (半導體)
2015-02-06,2891 中信金 (金融),3481 群創 (平面顯示器),2883 凱基金 (金融),2881 富邦金 (金融),2823 中壽 (金融)
2015-02-09,2492 華新科 (被動元件),2883 凱基金 (金融),2456 奇力新 (被動元件),3376 新日興 (電腦及週邊設備),2891 中信金 (金融)
2015-02-10,2492 華新科 (被動元件),2456 奇力新 (被動元件),2883 凱基金 (金融),2881 富邦金 (金融),1216 統一 (食品)
2015-02-11,2492 華新科 (被動元件),2881 富邦金 (金融),2883 凱基金 (金融),2377 微星 (電腦及週邊設備),6414 樺漢 (電腦及週邊設備)
2015-02-12,2882 國泰金 (金融),2881 富邦金 (金融),6279 胡連 (連接器),6505 台塑化 (油電燃氣),2883 凱基金 (金融)
2015-02-13,2474 可成 (電腦及週邊設備),4162 智擎 (製藥),2882 國泰金 (金融),2881 富邦金 (金融),2883 凱基金 (金融)
2015-02-24,3265 台星科 (半導體),1477 聚陽 (紡織),4162 智擎 (製藥),3532 台勝科 (半導體),8016 矽創 (半導體)
2015-02-25,3673 TPK-KY (觸控面板),4958 臻鼎-KY (印刷電路板),4162 智擎 (製藥),5490 同亨 (觸控面板),6279 胡連 (連接器)
2015-02-26,2499 東貝 (LED照明產業),2387 精元 (電腦及週邊設備),6271 同欣電 (LED照明產業),5490 同亨 (觸控面板),4162 智擎 (製藥)
2015-03-02,3105 穩懋 (半導體),5490 同亨 (觸控面板),4401 東隆興 (紡織),5269 祥碩 (半導體),3533 嘉澤 (連接器)
2015-03-03,1589 永冠-KY (能源元件),3105 穩懋 (半導體),8299 群聯 (半導體),4401 東隆興 (紡織),5425 台半 (半導體)
2015-03-04,1589 永冠-KY (能源元件),5490 同亨 (觸控面板),4401 東隆興 (紡織),4958 臻鼎-KY (印刷電路板),1476 儒鴻 (紡織)
2015-03-05,8299 群聯 (半導體),2455 全新 (半導體),8086 宏捷科 (半導體),2329 華泰 (半導體),3105 穩懋 (半導體)
2015-03-06,2329 華泰 (半導體),2455 全新 (半導體),8299 群聯 (半導體),3105 穩懋 (半導體),2456 奇力新 (被動元件)
2015-03-09,3450 聯鈞 (半導體),6230 尼得科超眾 (電腦及週邊設備),3105 穩懋 (半導體),2329 華泰 (半導體),8299 群聯 (半導體)
2015-03-10,3105 穩懋 (半導體),6230 尼得科超眾 (電腦及週邊設備),8299 群聯 (半導體),8086 宏捷科 (半導體),2329 華泰 (半導體)
2015-03-11,3105 穩懋 (半導體),8086 宏捷科 (半導體),8299 群聯 (半導體),6120 達運 (平面顯示器),2329 華泰 (半導體)
2015-03-12,2409 友達 (太陽能產業),3163 波若威 (通信網路),6104 創惟 (元宇宙),4979 華星光 (通信網路),2392 正崴 (平面顯示器)
2015-03-13,2383 台光電 (印刷電路板),6269 台郡 (印刷電路板),2603 長榮 (交通運輸及航運),3541 西柏 (平面顯示器),2409 友達 (太陽能產業)
2015-03-16,2615 萬海 (交通運輸及航運),2610 華航 (交通運輸及航運),2603 長榮 (交通運輸及航運),2383 台光電 (印刷電路板),4979 華星光 (通信網路)
2015-03-17,2603 長榮 (交通運輸及航運),4979 華星光 (通信網路),2615 萬海 (交通運輸及航運),2313 華通 (印刷電路板),6269 台郡 (印刷電路板)
2015-03-18,2609 陽明 (交通運輸及航運),2313 華通 (印刷電路板),2618 長榮航 (交通運輸及航運),6269 台郡 (印刷電路板),5289 宜鼎 (電腦及週邊設備)
2015-03-19,2313 華通 (印刷電路板),4979 華星光 (通信網路),6269 台郡 (印刷電路板),2317 鴻海 (通信網路),6104 創惟 (元宇宙)
2015-03-20,3234 光環 (半導體),2474 可成 (電腦及週邊設備),2337 旺宏 (半導體),6104 創惟 (元宇宙),3450 聯鈞 (半導體)
2015-03-23,2474 可成 (電腦及週邊設備),2317 鴻海 (通信網路),3272 東碩 (電腦及週邊設備),3022 威強電 (電腦及週邊設備),2049 上銀 (自動化)
2015-03-24,1815 富喬 (印刷電路板),5490 同亨 (觸控面板),2317 鴻海 (通信網路),6104 創惟 (元宇宙),6269 台郡 (印刷電路板)
2015-03-25,1815 富喬 (印刷電路板),6104 創惟 (元宇宙),8936 國統 (建材營造),2383 台光電 (印刷電路板),5457 宣德 (太空衛星科技)
2015-03-26,8928 鉅明 (休閒娛樂),1815 富喬 (印刷電路板),1702 南僑 (食品),2383 台光電 (印刷電路板),3665 貿聯-KY (休閒娛樂)
2015-03-27,8021 尖點 (其他),1702 南僑 (食品),8928 鉅明 (休閒娛樂),9938 百和 (其他),3558 神準 (通信網路)
2015-03-30,9938 百和 (其他),1702 南僑 (食品),1537 廣隆 (電動車輛產業),9911 櫻花 (其他),9904 寶成 (其他)
2015-03-31,1702 南僑 (食品),9951 皇田 (汽車),9938 百和 (其他),1476 儒鴻 (紡織),1460 宏遠 (紡織)
2015-04-01,6605 帝寶 (汽車),9951 皇田 (汽車),1460 宏遠 (紡織),2882 國泰金 (金融),2891 中信金 (金融)
2015-04-02,6605 帝寶 (汽車),1537 廣隆 (電動車輛產業),9951 皇田 (汽車),1452 宏益 (紡織),3552 同致 (汽車)
2015-04-07,1537 廣隆 (電動車輛產業),6605 帝寶 (汽車),1460 宏遠 (紡織),1536 和大 (汽車),1452 宏益 (紡織)
2015-04-08,1905 華紙 (造紙),1537 廣隆 (電動車輛產業),1536 和大 (汽車),9942 茂順 (汽車),1452 宏益 (紡織)
2015-04-09,2610 華航 (交通運輸及航運),1905 華紙 (造紙),2618 長榮航 (交通運輸及航運),1452 宏益 (紡織),1460 宏遠 (紡織)
2015-04-10,2823 中壽 (金融),2731 雄獅 (休閒娛樂),2881 富邦金 (金融),1905 華紙 (造紙),2882 國泰金 (金融)
2015-04-13,2610 華航 (交通運輸及航運),2618 長榮航 (交通運輸及航運),1905 華紙 (造紙),1707 葡萄王 (食品生技),2731 雄獅 (休閒娛樂)
2015-04-14,2891 中信金 (金融),2731 雄獅 (休閒娛樂),2823 中壽 (金融),5009 榮剛 (航太週邊),2886 兆豐金 (金融)
2015-04-15,2823 中壽 (金融),2618 長榮航 (交通運輸及航運),1454 台富 (紡織),2610 華航 (交通運輸及航運),2886 兆豐金 (金融)
2015-04-16,6285 啟碁 (太空衛星科技),4162 智擎 (製藥),9943 好樂迪 (休閒娛樂),4153 鈺緯 (醫療器材),2731 雄獅 (休閒娛樂)
2015-04-17,6285 啟碁 (太空衛星科技),1452 宏益 (紡織),1312 國喬 (石化及塑橡膠),9943 好樂迪 (休閒娛樂),1326 台化 (石化及塑橡膠)
2015-04-20,5490 同亨 (觸控面板),6023 元大期貨 (金融),2823 中壽 (金融),1444 力麗 (紡織),1455 集盛 (紡織)
2015-04-21,6505 台塑化 (油電燃氣),1326 台化 (石化及塑橡膠),1312 國喬 (石化及塑橡膠),1301 台塑 (石化及塑橡膠),1477 聚陽 (紡織)
2015-04-22,6505 台塑化 (油電燃氣),2882 國泰金 (金融),1537 廣隆 (電動車輛產業),2881 富邦金 (金融),2886 兆豐金 (金融)
2015-04-23,9938 百和 (其他),2885 元大金 (金融),2882 國泰金 (金融),2881 富邦金 (金融),2823 中壽 (金融)
2015-04-24,2881 富邦金 (金融),2883 凱基金 (金融),2882 國泰金 (金融),2823 中壽 (金融),2886 兆豐金 (金融)
2015-04-27,2883 凱基金 (金融),2882 國泰金 (金融),2885 元大金 (金融),2886 兆豐金 (金融),2823 中壽 (金融)
2015-04-28,2883 凱基金 (金融),2882 國泰金 (金融),5871 中租-KY (太陽能產業),2891 中信金 (金融),2886 兆豐金 (金融)
2015-04-29,2883 凱基金 (金融),1536 和大 (汽車),2882 國泰金 (金融),1402 遠東新 (建材營造),1905 華紙 (造紙)
2015-04-30,2883 凱基金 (金融),1537 廣隆 (電動車輛產業),2881 富邦金 (金融),1440 南紡 (紡織),8044 網家 (電子商務)
2015-05-04,2883 凱基金 (金融),1537 廣隆 (電動車輛產業),2881 富邦金 (金融),2108 南帝 (石化及塑橡膠),3673 TPK-KY (觸控面板)
2015-05-05,3673 TPK-KY (觸控面板),5490 同亨 (觸控面板),3437 榮創 (LED照明產業),2883 凱基金 (金融),2882 國泰金 (金融)
2015-05-06,3437 榮創 (LED照明產業),6285 啟碁 (太空衛星科技),8070 長華* (LED照明產業),3490 單井 (LED照明產業),1310 台苯 (石化及塑橡膠)
2015-05-07,2723 美食-KY (食品),3437 榮創 (LED照明產業),6285 啟碁 (太空衛星科技),8070 長華* (LED照明產業),1264 德麥 (食品)
2015-05-08,2456 奇力新 (被動元件),5490 同亨 (觸控面板),6285 啟碁 (太空衛星科技),2723 美食-KY (食品),2731 雄獅 (休閒娛樂)
2015-05-11,2731 雄獅 (休閒娛樂),5490 同亨 (觸控面板),2723 美食-KY (食品),3491 昇達科 (太空衛星科技),6285 啟碁 (太空衛星科技)
2015-05-12,2823 中壽 (金融),1216 統一 (食品),2886 兆豐金 (金融),1402 遠東新 (建材營造),2723 美食-KY (食品)
2015-05-13,2354 鴻準 (其他),6285 啟碁 (太空衛星科技),9904 寶成 (其他),2823 中壽 (金融),2886 兆豐金 (金融)
2015-05-14,2354 鴻準 (其他),2634 漢翔 (其他),9904 寶成 (其他),9951 皇田 (汽車),6285 啟碁 (太空衛星科技)
2015-05-15,6147 頎邦 (半導體),3450 聯鈞 (半導體),3152 璟德 (通信網路),3234 光環 (半導體),9904 寶成 (其他)
2015-05-18,1310 台苯 (石化及塑橡膠),3481 群創 (平面顯示器),1312 國喬 (石化及塑橡膠),1460 宏遠 (紡織),9939 宏全 (石化及塑橡膠)
2015-05-19,3481 群創 (平面顯示器),1312 國喬 (石化及塑橡膠),1452 宏益 (紡織),9939 宏全 (石化及塑橡膠),1310 台苯 (石化及塑橡膠)
2015-05-20,5457 宣德 (太空衛星科技),1455 集盛 (紡織),3558 神準 (通信網路),4979 華星光 (通信網路),3005 神基 (電腦及週邊設備)
2015-05-21,3481 群創 (平面顯示器),3152 璟德 (通信網路),5457 宣德 (太空衛星科技),3665 貿聯-KY (休閒娛樂),3558 神準 (通信網路)
2015-05-22,6414 樺漢 (電腦及週邊設備),2409 友達 (太陽能產業),3005 神基 (電腦及週邊設備),5457 宣德 (太空衛星科技),3152 璟德 (通信網路)
2015-05-25,2409 友達 (太陽能產業),6245 立端 (通信網路),3481 群創 (平面顯示器),3152 璟德 (通信網路),6176 瑞儀 (平面顯示器)
2015-05-26,4966 譜瑞-KY (元宇宙),6214 精誠 (軟體服務),6245 立端 (通信網路),4979 華星光 (通信網路),2731 雄獅 (休閒娛樂)
2015-05-27,5490 同亨 (觸控面板),3481 群創 (平面顯示器),4966 譜瑞-KY (元宇宙),4174 浩鼎 (製藥),3152 璟德 (通信網路)
2015-05-28,5490 同亨 (觸控面板),4966 譜瑞-KY (元宇宙),6244 茂迪 (太陽能產業),3576 聯合再生 (太陽能產業),3691 碩禾 (太陽能產業)
2015-05-29,3234 光環 (半導體),8086 宏捷科 (半導體),2455 全新 (半導體),6239 力成 (半導體),8016 矽創 (半導體)
2015-06-01,8404 百和興業-KY (紡織),1589 永冠-KY (能源元件),1525 江申 (汽車),4426 利勤 (紡織),3556 禾瑞亞 (半導體)
2015-06-02,4107 邦特 (醫療器材),8404 百和興業-KY (紡織),4426 利勤 (紡織),5009 榮剛 (航太週邊),1476 儒鴻 (紡織)
2015-06-03,3152 璟德 (通信網路),8383 千附 (其他),2354 鴻準 (其他),8404 百和興業-KY (紡織),4426 利勤 (紡織)
2015-06-04,3152 璟德 (通信網路),8446 華研 (其他),4401 東隆興 (紡織),6146 耕興 (其他),2354 鴻準 (其他)
2015-06-05,1227 佳格 (食品),3564 其陽 (資通訊安全),4904 遠傳 (大數據),2912 統一超 (貿易百貨),2903 遠百 (貿易百貨)
2015-06-08,4401 東隆興 (紡織),6224 聚鼎 (LED照明產業),3023 信邦 (LED照明產業),3564 其陽 (資通訊安全),8404 百和興業-KY (紡織)
2015-06-09,3152 璟德 (通信網路),1536 和大 (汽車),1457 宜進 (紡織),4401 東隆興 (紡織),3558 神準 (通信網路)
2015-06-10,1537 廣隆 (電動車輛產業),4401 東隆興 (紡織),1452 宏益 (紡織),1227 佳格 (食品),1210 大成 (食品)
2015-06-11,1476 儒鴻 (紡織),1455 集盛 (紡織),1537 廣隆 (電動車輛產業),2912 統一超 (貿易百貨),1477 聚陽 (紡織)
2015-06-12,1455 集盛 (紡織),1525 江申 (汽車),9951 皇田 (汽車),1476 儒鴻 (紡織),2886 兆豐金 (金融)
2015-06-15,1455 集盛 (紡織),4137 麗豐-KY (食品生技),1464 得力 (紡織),8404 百和興業-KY (紡織),1227 佳格 (食品)
2015-06-16,2455 全新 (半導體),3030 德律 (半導體),6147 頎邦 (半導體),8016 矽創 (半導體),3234 光環 (半導體)
2015-06-17,2455 全新 (半導體),3234 光環 (半導體),1457 宜進 (紡織),3152 璟德 (通信網路),2454 聯發科 (半導體)
2015-06-18,2455 全新 (半導體),3234 光環 (半導體),4979 華星光 (通信網路),2354 鴻準 (其他),8086 宏捷科 (半導體)
2015-06-22,8086 宏捷科 (半導體),2455 全新 (半導體),3234 光環 (半導體),8016 矽創 (半導體),6147 頎邦 (半導體)
2015-06-23,8086 宏捷科 (半導體),8016 矽創 (半導體),2325 矽品 (半導體),2317 鴻海 (通信網路),2618 長榮航 (交通運輸及航運)
2015-06-24,2383 台光電 (印刷電路板),8016 矽創 (半導體),8086 宏捷科 (半導體),3706 神達 (人工智慧),2325 矽品 (半導體)
2015-06-25,3706 神達 (人工智慧),2383 台光電 (印刷電路板),5457 宣德 (太空衛星科技),8016 矽創 (半導體),8086 宏捷科 (半導體)
2015-06-26,3706 神達 (人工智慧),5457 宣德 (太空衛星科技),8086 宏捷科 (半導體),3227 原相 (人工智慧),2317 鴻海 (通信網路)
2015-06-29,8091 翔名 (LED照明產業),3227 原相 (人工智慧),3042 晶技 (被動元件),1504 東元 (人工智慧),2308 台達電 (LED照明產業)
