,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2025-08-11,2301 光寶科 (LED照明產業),8358 金居 (印刷電路板),6669 緯穎 (人工智慧),6223 旺矽 (LED照明產業),2354 鴻準 (其他),3706 神達 (人工智慧),6274 台燿 (印刷電路板),2308 台達電 (LED照明產業),2059 川湖 (其他),2421 建準 (平面顯示器),3037 欣興 (印刷電路板),1802 台玻 (印刷電路板),2360 致茂 (LED照明產業),2371 大同 (LED照明產業),
2025-08-12,8358 金居 (印刷電路板),2368 金像電 (印刷電路板),6669 緯穎 (人工智慧),2317 鴻海 (通信網路),2301 光寶科 (LED照明產業),2354 鴻準 (其他),6223 旺矽 (LED照明產業),2059 川湖 (其他),2360 致茂 (LED照明產業),2371 大同 (LED照明產業),2308 台達電 (LED照明產業),8046 南電 (印刷電路板),,,
2025-08-13,2404 漢唐 (其他),6669 緯穎 (人工智慧),8358 金居 (印刷電路板),2368 金像電 (印刷電路板),2308 台達電 (LED照明產業),6223 旺矽 (LED照明產業),2301 光寶科 (LED照明產業),2383 台光電 (印刷電路板),2059 川湖 (其他),2360 致茂 (LED照明產業),2371 大同 (LED照明產業),3406 玉晶光 (LED照明產業),,,
2025-08-14,6223 旺矽 (LED照明產業),6274 台燿 (印刷電路板),2308 台達電 (LED照明產業),2301 光寶科 (LED照明產業),2884 玉山金 (金融),2886 兆豐金 (金融),2371 大同 (LED照明產業),3037 欣興 (印刷電路板),2892 第一金 (金融),2801 彰銀 (金融),,,,,
2025-08-15,6274 台燿 (印刷電路板),1802 台玻 (印刷電路板),2308 台達電 (LED照明產業),2317 鴻海 (通信網路),3081 聯亞 (通信網路),2301 光寶科 (LED照明產業),6223 旺矽 (LED照明產業),2354 鴻準 (其他),2371 大同 (LED照明產業),3037 欣興 (印刷電路板),,,,,
2025-08-18,6274 台燿 (印刷電路板),1802 台玻 (印刷電路板),2317 鴻海 (通信網路),2308 台達電 (LED照明產業),3081 聯亞 (通信網路),2383 台光電 (印刷電路板),6223 旺矽 (LED照明產業),2345 智邦 (通信網路),2368 金像電 (印刷電路板),2301 光寶科 (LED照明產業),3037 欣興 (印刷電路板),2360 致茂 (LED照明產業),6669 緯穎 (人工智慧),3406 玉晶光 (LED照明產業),
2025-08-19,3081 聯亞 (通信網路),2317 鴻海 (通信網路),3189 景碩 (半導體),2481 強茂 (半導體),6223 旺矽 (LED照明產業),8046 南電 (印刷電路板),3037 欣興 (印刷電路板),2330 台積電 (半導體),3044 健鼎 (印刷電路板),2360 致茂 (LED照明產業),2408 南亞科 (半導體),2345 智邦 (通信網路),1513 中興電 (太陽能產業),3406 玉晶光 (LED照明產業),
2025-08-20,1513 中興電 (太陽能產業),2317 鴻海 (通信網路),2357 華碩 (人工智慧),2412 中華電 (智慧電網),,,,,,,,,,,
2025-08-21,2317 鴻海 (通信網路),4904 遠傳 (大數據),1513 中興電 (太陽能產業),,,,,,,,,,,,
2025-08-22,3533 嘉澤 (連接器),6274 台燿 (印刷電路板),2352 佳世達 (人工智慧),1802 台玻 (印刷電路板),,,,,,,,,,,
2025-08-25,3653 健策 (半導體),3533 嘉澤 (連接器),2481 強茂 (半導體),2354 鴻準 (其他),3529 力旺 (半導體),2449 京元電子 (半導體),2404 漢唐 (其他),6510 精測 (半導體),5274 信驊 (半導體),2329 華泰 (半導體),3189 景碩 (半導體),,,,
2025-08-26,3653 健策 (半導體),8358 金居 (印刷電路板),2481 強茂 (半導體),6285 啟碁 (太空衛星科技),2449 京元電子 (半導體),2404 漢唐 (其他),5274 信驊 (半導體),3533 嘉澤 (連接器),2354 鴻準 (其他),3189 景碩 (半導體),2329 華泰 (半導體),6510 精測 (半導體),1802 台玻 (印刷電路板),3529 力旺 (半導體),3035 智原 (半導體)
2025-08-27,3037 欣興 (印刷電路板),2360 致茂 (LED照明產業),2455 全新 (半導體),6223 旺矽 (LED照明產業),8046 南電 (印刷電路板),2449 京元電子 (半導體),3706 神達 (人工智慧),3189 景碩 (半導體),1802 台玻 (印刷電路板),2481 強茂 (半導體),3529 力旺 (半導體),3406 玉晶光 (LED照明產業),6510 精測 (半導體),,
2025-08-28,8046 南電 (印刷電路板),3037 欣興 (印刷電路板),6274 台燿 (印刷電路板),2404 漢唐 (其他),2360 致茂 (LED照明產業),3706 神達 (人工智慧),2301 光寶科 (LED照明產業),,,,,,,,
2025-08-29,8046 南電 (印刷電路板),2360 致茂 (LED照明產業),6274 台燿 (印刷電路板),2301 光寶科 (LED照明產業),1802 台玻 (印刷電路板),3260 威剛 (LED照明產業),2376 技嘉 (電動車輛產業),2371 大同 (LED照明產業),,,,,,,
2025-09-01,6223 旺矽 (LED照明產業),3529 力旺 (半導體),2360 致茂 (LED照明產業),6510 精測 (半導體),2301 光寶科 (LED照明產業),2455 全新 (半導體),2884 玉山金 (金融),2880 華南金 (金融),2059 川湖 (其他),2371 大同 (LED照明產業),5274 信驊 (半導體),,,,
2025-09-02,3529 力旺 (半導體),2449 京元電子 (半導體),6223 旺矽 (LED照明產業),6510 精測 (半導體),2880 華南金 (金融),2360 致茂 (LED照明產業),2884 玉山金 (金融),2886 兆豐金 (金融),2301 光寶科 (LED照明產業),2371 大同 (LED照明產業),4743 合一 (製藥),2455 全新 (半導體),2486 一詮 (半導體),,
2025-09-03,3529 力旺 (半導體),2481 強茂 (半導體),2449 京元電子 (半導體),2360 致茂 (LED照明產業),2880 華南金 (金融),3260 威剛 (LED照明產業),6472 保瑞 (製藥),6257 矽格 (半導體),2884 玉山金 (金融),2308 台達電 (LED照明產業),4743 合一 (製藥),3406 玉晶光 (LED照明產業),2455 全新 (半導體),8299 群聯 (半導體),
2025-09-04,3529 力旺 (半導體),2481 強茂 (半導體),6669 緯穎 (人工智慧),2308 台達電 (LED照明產業),3260 威剛 (LED照明產業),2360 致茂 (LED照明產業),2455 全新 (半導體),1504 東元 (人工智慧),2354 鴻準 (其他),8299 群聯 (半導體),,,,,
2025-09-05,2308 台達電 (LED照明產業),2408 南亞科 (半導體),3653 健策 (半導體),2301 光寶科 (LED照明產業),6223 旺矽 (LED照明產業),8299 群聯 (半導體),3006 晶豪科 (半導體),2360 致茂 (LED照明產業),2455 全新 (半導體),2337 旺宏 (半導體),6770 力積電 (半導體),3035 智原 (半導體),,,
2025-09-08,2408 南亞科 (半導體),2449 京元電子 (半導體),6669 緯穎 (人工智慧),2301 光寶科 (LED照明產業),2308 台達電 (LED照明產業),8299 群聯 (半導體),3081 聯亞 (通信網路),6223 旺矽 (LED照明產業),1504 東元 (人工智慧),2330 台積電 (半導體),2360 致茂 (LED照明產業),2455 全新 (半導體),6770 力積電 (半導體),,
2025-09-09,2308 台達電 (LED照明產業),6510 精測 (半導體),2301 光寶科 (LED照明產業),8299 群聯 (半導體),2449 京元電子 (半導體),6223 旺矽 (LED照明產業),2455 全新 (半導體),2330 台積電 (半導體),2376 技嘉 (電動車輛產業),2360 致茂 (LED照明產業),,,,,
2025-09-10,2308 台達電 (LED照明產業),6669 緯穎 (人工智慧),3260 威剛 (LED照明產業),2357 華碩 (人工智慧),2360 致茂 (LED照明產業),,,,,,,,,,
2025-09-11,2345 智邦 (通信網路),6669 緯穎 (人工智慧),3081 聯亞 (通信網路),2371 大同 (LED照明產業),,,,,,,,,,,
2025-09-12,6669 緯穎 (人工智慧),3081 聯亞 (通信網路),,,,,,,,,,,,,
2025-09-15,8299 群聯 (半導體),2344 華邦電 (半導體),3293 鈊象 (休閒娛樂),5274 信驊 (半導體),8112 至上 (半導體),,,,,,,,,,
2025-09-16,8299 群聯 (半導體),2408 南亞科 (半導體),2344 華邦電 (半導體),6239 力成 (半導體),2301 光寶科 (LED照明產業),2454 聯發科 (半導體),2382 廣達 (運動科技),3260 威剛 (LED照明產業),5274 信驊 (半導體),6510 精測 (半導體),,,,,
2025-09-17,2408 南亞科 (半導體),2344 華邦電 (半導體),6239 力成 (半導體),6770 力積電 (半導體),8299 群聯 (半導體),2327 國巨 (被動元件),3260 威剛 (LED照明產業),3532 台勝科 (半導體),6510 精測 (半導體),5274 信驊 (半導體),,,,,
2025-09-18,2344 華邦電 (半導體),2408 南亞科 (半導體),8299 群聯 (半導體),6239 力成 (半導體),6770 力積電 (半導體),2327 國巨 (被動元件),2330 台積電 (半導體),2455 全新 (半導體),2329 華泰 (半導體),6510 精測 (半導體),5274 信驊 (半導體),,,,
2025-09-19,2344 華邦電 (半導體),2408 南亞科 (半導體),2329 華泰 (半導體),3260 威剛 (LED照明產業),8299 群聯 (半導體),2327 國巨 (被動元件),6510 精測 (半導體),5274 信驊 (半導體),6223 旺矽 (LED照明產業),2455 全新 (半導體),2360 致茂 (LED照明產業),,,,
2025-09-22,8046 南電 (印刷電路板),3260 威剛 (LED照明產業),3037 欣興 (印刷電路板),8358 金居 (印刷電路板),2327 國巨 (被動元件),6223 旺矽 (LED照明產業),2317 鴻海 (通信網路),6290 良維 (連接器),,,,,,,
2025-09-23,2344 華邦電 (半導體),8046 南電 (印刷電路板),2408 南亞科 (半導體),3037 欣興 (印刷電路板),6510 精測 (半導體),2327 國巨 (被動元件),2330 台積電 (半導體),2492 華新科 (被動元件),3264 欣銓 (半導體),8299 群聯 (半導體),2455 全新 (半導體),3189 景碩 (半導體),,,
2025-09-24,2327 國巨 (被動元件),2330 台積電 (半導體),2887 台新新光金 (金融),2885 元大金 (金融),2492 華新科 (被動元件),2890 永豐金 (金融),6182 合晶 (半導體),,,,,,,,
2025-09-25,1504 東元 (人工智慧),2885 元大金 (金融),2887 台新新光金 (金融),3706 神達 (人工智慧),2890 永豐金 (金融),,,,,,,,,,
2025-09-26,2887 台新新光金 (金融),2382 廣達 (運動科技),6173 信昌電 (被動元件),2886 兆豐金 (金融),2885 元大金 (金融),2890 永豐金 (金融),2412 中華電 (智慧電網),,,,,,,,
2025-09-30,2382 廣達 (運動科技),2887 台新新光金 (金融),2890 永豐金 (金融),2885 元大金 (金融),2886 兆豐金 (金融),2412 中華電 (智慧電網),5880 合庫金 (金融),2882 國泰金 (金融),2884 玉山金 (金融),2892 第一金 (金融),2834 臺企銀 (金融),,,,
2025-10-01,3231 緯創 (電腦及週邊設備),2887 台新新光金 (金融),2382 廣達 (運動科技),2885 元大金 (金融),3017 奇鋐 (電腦及週邊設備),2492 華新科 (被動元件),3324 雙鴻 (電腦及週邊設備),,,,,,,,
2025-10-02,3231 緯創 (電腦及週邊設備),1504 東元 (人工智慧),3017 奇鋐 (電腦及週邊設備),2382 廣達 (運動科技),3005 神基 (電腦及週邊設備),3324 雙鴻 (電腦及週邊設備),,,,,,,,,
2025-10-03,3260 威剛 (LED照明產業),1504 東元 (人工智慧),2308 台達電 (LED照明產業),2382 廣達 (運動科技),2301 光寶科 (LED照明產業),,,,,,,,,,
2025-10-07,8299 群聯 (半導體),2344 華邦電 (半導體),2408 南亞科 (半導體),2308 台達電 (LED照明產業),3260 威剛 (LED照明產業),2330 台積電 (半導體),6770 力積電 (半導體),2382 廣達 (運動科技),1504 東元 (人工智慧),3443 創意 (半導體),2498 宏達電 (人工智慧),3189 景碩 (半導體),,,
2025-10-08,8046 南電 (印刷電路板),2327 國巨 (被動元件),2382 廣達 (運動科技),6274 台燿 (印刷電路板),3037 欣興 (印刷電路板),,,,,,,,,,
2025-10-09,8046 南電 (印刷電路板),2330 台積電 (半導體),2408 南亞科 (半導體),2344 華邦電 (半導體),3189 景碩 (半導體),3443 創意 (半導體),6770 力積電 (半導體),2382 廣達 (運動科技),3037 欣興 (印刷電路板),6274 台燿 (印刷電路板),2454 聯發科 (半導體),,,,
2025-10-13,8046 南電 (印刷電路板),6139 亞翔 (其他),2382 廣達 (運動科技),2059 川湖 (其他),,,,,,,,,,,
2025-10-14,2059 川湖 (其他),6139 亞翔 (其他),2885 元大金 (金融),2890 永豐金 (金融),1590 亞德客-KY (電機機械),,,,,,,,,,
2025-10-15,6139 亞翔 (其他),2059 川湖 (其他),2883 凱基金 (金融),6223 旺矽 (LED照明產業),1590 亞德客-KY (電機機械),2360 致茂 (LED照明產業),3260 威剛 (LED照明產業),2890 永豐金 (金融),2885 元大金 (金融),,,,,,
2025-10-16,2360 致茂 (LED照明產業),6139 亞翔 (其他),3260 威剛 (LED照明產業),6223 旺矽 (LED照明產業),2883 凱基金 (金融),2882 國泰金 (金融),2881 富邦金 (金融),1590 亞德客-KY (電機機械),2886 兆豐金 (金融),2634 漢翔 (其他),2457 飛宏 (電動車輛產業),1609 大亞 (其他),2312 金寶 (其他),2301 光寶科 (LED照明產業),2885 元大金 (金融)
2025-10-17,2408 南亞科 (半導體),3189 景碩 (半導體),2330 台積電 (半導體),2344 華邦電 (半導體),3529 力旺 (半導體),6770 力積電 (半導體),2327 國巨 (被動元件),3264 欣銓 (半導體),3443 創意 (半導體),6139 亞翔 (其他),8299 群聯 (半導體),3035 智原 (半導體),,,
2025-10-20,2408 南亞科 (半導體),3189 景碩 (半導體),2330 台積電 (半導體),3529 力旺 (半導體),2344 華邦電 (半導體),2327 國巨 (被動元件),6770 力積電 (半導體),8299 群聯 (半導體),3443 創意 (半導體),,,,,,
2025-10-21,2327 國巨 (被動元件),2408 南亞科 (半導體),3711 日月光投控 (半導體),2330 台積電 (半導體),6488 環球晶 (半導體),3231 緯創 (電腦及週邊設備),6770 力積電 (半導體),2344 華邦電 (半導體),3443 創意 (半導體),4958 臻鼎-KY (印刷電路板),3189 景碩 (半導體),3529 力旺 (半導體),6173 信昌電 (被動元件),2313 華通 (印刷電路板),8299 群聯 (半導體)
2025-10-22,2327 國巨 (被動元件),2376 技嘉 (電動車輛產業),3481 群創 (平面顯示器),2392 正崴 (平面顯示器),,,,,,,,,,,
2025-10-23,2327 國巨 (被動元件),2421 建準 (平面顯示器),,,,,,,,,,,,,
2025-10-27,2327 國巨 (被動元件),4958 臻鼎-KY (印刷電路板),2382 廣達 (運動科技),6669 緯穎 (人工智慧),1504 東元 (人工智慧),6173 信昌電 (被動元件),8046 南電 (印刷電路板),,,,,,,,
2025-10-28,2301 光寶科 (LED照明產業),2327 國巨 (被動元件),6223 旺矽 (LED照明產業),2308 台達電 (LED照明產業),6173 信昌電 (被動元件),2371 大同 (LED照明產業),3406 玉晶光 (LED照明產業),,,,,,,,
2025-10-29,2301 光寶科 (LED照明產業),2308 台達電 (LED照明產業),2360 致茂 (LED照明產業),6290 良維 (連接器),6223 旺矽 (LED照明產業),,,,,,,,,,
2025-10-30,2345 智邦 (通信網路),2360 致茂 (LED照明產業),3260 威剛 (LED照明產業),2317 鴻海 (通信網路),6290 良維 (連接器),6139 亞翔 (其他),2059 川湖 (其他),6223 旺矽 (LED照明產業),2354 鴻準 (其他),1609 大亞 (其他),,,,,
2025-10-31,2345 智邦 (通信網路),6274 台燿 (印刷電路板),2368 金像電 (印刷電路板),6139 亞翔 (其他),2059 川湖 (其他),2354 鴻準 (其他),2313 華通 (印刷電路板),1609 大亞 (其他),,,,,,,
2025-11-03,2368 金像電 (印刷電路板),2383 台光電 (印刷電路板),8358 金居 (印刷電路板),6274 台燿 (印刷電路板),3037 欣興 (印刷電路板),2059 川湖 (其他),6139 亞翔 (其他),3044 健鼎 (印刷電路板),1608 華榮 (其他),1609 大亞 (其他),,,,,
2025-11-04,2383 台光電 (印刷電路板),2368 金像電 (印刷電路板),6274 台燿 (印刷電路板),8358 金居 (印刷電路板),6669 緯穎 (人工智慧),3044 健鼎 (印刷電路板),5371 中光電 (人工智慧),,,,,,,,
2025-11-05,2383 台光電 (印刷電路板),2368 金像電 (印刷電路板),6274 台燿 (印刷電路板),8358 金居 (印刷電路板),1590 亞德客-KY (電機機械),3044 健鼎 (印刷電路板),,,,,,,,,
2025-11-06,2408 南亞科 (半導體),2344 華邦電 (半導體),3105 穩懋 (半導體),5274 信驊 (半導體),2330 台積電 (半導體),1608 華榮 (其他),2059 川湖 (其他),2890 永豐金 (金融),6139 亞翔 (其他),2882 國泰金 (金融),2303 聯電 (半導體),2454 聯發科 (半導體),1590 亞德客-KY (電機機械),8150 南茂 (半導體),3374 精材 (半導體)
2025-11-07,1608 華榮 (其他),2421 建準 (平面顯示器),2412 中華電 (智慧電網),,,,,,,,,,,,
2025-11-10,2412 中華電 (智慧電網),,,,,,,,,,,,,,
2025-11-11,2408 南亞科 (半導體),8299 群聯 (半導體),3443 創意 (半導體),6770 力積電 (半導體),2481 強茂 (半導體),2449 京元電子 (半導體),2330 台積電 (半導體),2382 廣達 (運動科技),2379 瑞昱 (半導體),2376 技嘉 (電動車輛產業),3711 日月光投控 (半導體),8150 南茂 (半導體),6239 力成 (半導體),,
2025-11-12,2368 金像電 (印刷電路板),6274 台燿 (印刷電路板),8358 金居 (印刷電路板),8046 南電 (印刷電路板),8039 台虹 (印刷電路板),2383 台光電 (印刷電路板),6213 聯茂 (印刷電路板),,,,,,,,
2025-11-13,2368 金像電 (印刷電路板),2383 台光電 (印刷電路板),8039 台虹 (印刷電路板),,,,,,,,,,,,
2025-11-14,2368 金像電 (印刷電路板),2383 台光電 (印刷電路板),,,,,,,,,,,,,
2025-11-17,2383 台光電 (印刷電路板),2368 金像電 (印刷電路板),3293 鈊象 (休閒娛樂),6213 聯茂 (印刷電路板),,,,,,,,,,,
2025-11-18,6274 台燿 (印刷電路板),3293 鈊象 (休閒娛樂),2368 金像電 (印刷電路板),2492 華新科 (被動元件),,,,,,,,,,,
2025-11-19,2881 富邦金 (金融),2890 永豐金 (金融),6139 亞翔 (其他),2885 元大金 (金融),2801 彰銀 (金融),2327 國巨 (被動元件),2492 華新科 (被動元件),2887 台新新光金 (金融),2880 華南金 (金融),,,,,,
2025-11-20,3293 鈊象 (休閒娛樂),2881 富邦金 (金融),6139 亞翔 (其他),2885 元大金 (金融),2890 永豐金 (金融),2801 彰銀 (金融),2887 台新新光金 (金融),2880 華南金 (金融),2354 鴻準 (其他),,,,,,
2025-11-21,3293 鈊象 (休閒娛樂),2881 富邦金 (金融),2885 元大金 (金融),2890 永豐金 (金融),6139 亞翔 (其他),2801 彰銀 (金融),2880 華南金 (金融),2887 台新新光金 (金融),,,,,,,
2025-11-24,2890 永豐金 (金融),3293 鈊象 (休閒娛樂),2881 富邦金 (金融),6139 亞翔 (其他),2880 華南金 (金融),2801 彰銀 (金融),2892 第一金 (金融),2887 台新新光金 (金融),5880 合庫金 (金融),2834 臺企銀 (金融),,,,,
2025-11-25,2881 富邦金 (金融),2368 金像電 (印刷電路板),6274 台燿 (印刷電路板),8358 金居 (印刷電路板),3293 鈊象 (休閒娛樂),2890 永豐金 (金融),3081 聯亞 (通信網路),2801 彰銀 (金融),1795 美時 (製藥),2887 台新新光金 (金融),3037 欣興 (印刷電路板),2880 華南金 (金融),2883 凱基金 (金融),2313 華通 (印刷電路板),
